Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,4.83,4.83,2.91,2.64,0.0,0.0,2.04,1.1,1.64
12M 2009,0.93,0.93,5.64,3.95,0.0,0.0,5.61,1.43,2.95
12M 2010,12.08,12.08,102.41,61.22,0.0,0.0,92.56,1.67,60.22
12M 2011,9.11,9.02,0.01,1.12,0.0,0.0,-0.85,0.01,0.12
12M 2012,9.42,9.38,0.0,1.11,0.0,0.0,-0.54,0.0,0.11
12M 2013,9.84,9.68,0.0,1.1,0.0,0.0,-0.57,0.0,0.1
12M 2014,17.36,16.92,0.0,1.1,0.0,0.0,-0.41,0.0,0.05
12M 2015,20.17,19.88,0.0,1.3,0.0,0.0,-0.26,0.0,0.05
12M 2016,1.63,1.32,0.49,1.95,0.0,0.0,0.38,0.25,0.69
12M 2017,0.8,0.38,0.85,2.44,0.0,0.0,0.82,0.35,1.18
12M 2018,0.82,0.46,0.99,3.03,0.0,0.0,0.97,0.33,1.8
12M 2019,1.11,0.59,1.05,3.17,0.0,0.0,1.01,0.33,2.0
12M 2020,0.95,0.53,1.21,3.81,0.0,0.0,1.15,0.32,2.77
12M 2021,0.9,0.74,1.64,4.6,0.0,0.0,1.0,0.36,3.86
12M 2022,0.96,0.87,1.44,4.35,0.0,0.0,0.74,0.33,3.64
12M 2023,1.12,1.01,1.35,4.2,0.0,0.0,-0.72,0.32,3.51
12M 2024,2.19,1.94,0.87,2.99,0.0,0.0,0.26,0.29,1.99
