Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.11 B,-68.27,-3.15,11.20,,-35.22%,-92.80%,-40.77%,
12M 2009,0.11 B,-35.67,-6.03,0.00,,-23.81%,-94.12%,-33.87%,
12M 2010,0.11 B,-33.84,-6.35,0.00,,-13.62%,-833.62%,-21.43%,
12M 2011,1.09 B,162.13,9.62,3.51,,13.62%,15.30%,38.75%,186.22
12M 2012,5.61 B,54.05,7.68,2.74,,19.75%,21.88%,24.58%,231.14
12M 2013,5.63 B,59.88,6.35,2.49,,21.14%,23.20%,16.94%,218.44
12M 2014,5.64 B,-8.13,-48.83,0.00,,-3.85%,-4.25%,-7.31%,-141.52
12M 2015,5.64 B,-5.34,-74.34,0.00,,-2.21%,-2.87%,-7.10%,-391.43
12M 2016,5.64 B,-13.93,-23.98,0.00,,-4.19%,-8.14%,-5.37%,
12M 2017,5.64 B,-5.96,-66.11,39.43,,-1.48%,-3.61%,-3.09%,-387.48
12M 2018,5.64 B,-9.45,-32.38,3.33,42.90 B,-2.01%,-6.07%,-2.43%,-0.96
12M 2019,5.64 B,-7.01,-20.26,1.46,12.12 B,-1.49%,-4.72%,-5.73%,-1.74
12M 2020,5.64 B,-29.30,-6.08,0.88,(53.37 B),-6.44%,-24.56%,-10.35%,-2.85
12M 2021,5.64 B,-32.98,-3.70,0.49,(78.07 B),-8.29%,-38.09%,-13.23%,-3.81
12M 2022,5.64 B,10.38,9.92,0.75,213.66 B,2.46%,10.71%,8.34%,1.88
12M 2023,5.64 B,11.11,10.08,0.78,199.62 B,2.44%,10.25%,6.08%,1.65
12M 2024,5.64 B,64.94,3.23,0.81,495.94 B,14.41%,43.08%,20.54%,21.41
