Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2010,1.08 B,11.62,0.00,0.00,,1.64%,9.42%,4.96%,
12M 2011,1.54 B,13.68,20.47,1.97,,1.70%,8.76%,2.04%,
12M 2012,1.54 B,9.75,29.23,1.55,,0.95%,5.88%,1.00%,
12M 2013,1.54 B,11.15,22.24,1.49,,0.92%,6.30%,-0.82%,
12M 2014,1.54 B,24.99,8.88,1.01,,1.51%,12.40%,-0.06%,
12M 2015,2.33 B,17.11,10.40,0.87,,1.29%,8.03%,-0.25%,
12M 2016,2.33 B,11.00,22.36,1.04,,0.71%,4.99%,-7.62%,
12M 2017,2.33 B,7.67,28.29,0.87,,0.46%,3.40%,-7.39%,
12M 2018,2.33 B,-120.95,-2.29,3.50,(510.87 B),-12.46%,-121.36%,-17.33%,
12M 2019,6.10 B,-32.76,-3.97,4.52,(267.81 B),-16.76%,-33.60%,-16.49%,
12M 2020,6.10 B,-16.31,-7.73,10.96,(140.07 B),-12.88%,-19.64%,-15.18%,
12M 2021,6.54 B,5.42,38.01,10.89,4.54 B,2.77%,5.64%,0.01%,
12M 2022,6.54 B,6.39,24.57,5.64,109.13 B,2.41%,6.21%,2.52%,
12M 2023,6.54 B,-8.73,-11.45,2.80,43.71 B,-2.32%,-9.27%,-1.00%,
12M 2024,6.54 B,-6.60,-18.03,2.25,27.98 B,-1.35%,-7.54%,-1.43%,
