Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,46 B,(61 B),(15 B),-5.62
12M 2009,377 B,(102 B),275 B,100.01
12M 2010,658 B,(39 B),619 B,225.13
12M 2011,312 B,(60 B),252 B,91.61
12M 2012,283 B,(181 B),,37.02
12M 2013,352 B,(811 B),(459 B),-33.38
12M 2014,114 B,(241 B),(127 B),-9.27
12M 2015,102 B,(194 B),(92 B),-6.69
12M 2016,475 B,(114 B),361 B,29.96
12M 2017,588 B,(134 B),454 B,33.01
12M 2018,"1,022 B",(121 B),901 B,65.51
12M 2019,437 B,(275 B),162 B,11.78
12M 2020,630 B,(290 B),340 B,24.71
12M 2021,858 B,(354 B),504 B,36.68
12M 2022,990 B,(384 B),990 B,44.11
12M 2023,918 B,(926 B),(8 B),-0.57
12M 2024,947 B,(183 B),764 B,55.54
