Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,15.22,,1.19
12M 2009,89.03,94.09,67.76,115.36,4.1,4.53,3.88,5.35,7.8,7.66,1.39,1.51,11.39,11.39,1.2
12M 2010,71.18,50.73,46.6,75.31,5.13,4.71,7.19,7.12,11.44,11.6,2.0,1.95,11.55,11.55,1.26
12M 2011,64.97,28.29,37.59,55.67,5.62,4.58,12.9,13.32,17.18,16.91,2.57,2.32,12.52,12.52,1.29
12M 2012,72.88,23.71,42.66,53.93,5.01,4.84,15.39,14.93,16.56,16.11,2.41,2.37,9.36,9.36,1.46
12M 2013,73.8,27.03,46.33,54.5,4.95,4.72,13.5,9.71,15.66,15.18,2.31,2.18,9.12,9.12,1.39
12M 2014,80.77,31.05,50.37,61.45,4.52,4.72,11.75,11.63,13.47,12.7,2.17,2.18,7.92,7.92,1.57
12M 2015,80.21,32.43,42.06,70.58,4.55,4.9,11.25,11.92,11.52,11.41,2.06,2.05,6.29,6.29,1.69
12M 2016,63.52,37.22,48.75,51.99,5.75,5.83,9.81,11.56,11.69,11.78,1.77,1.68,4.54,4.54,1.69
12M 2017,56.32,39.14,54.03,41.43,6.48,5.15,9.33,8.72,4.42,2.74,1.37,1.11,4.8,4.8,1.74
12M 2018,58.23,52.35,52.9,57.68,6.27,5.81,6.97,5.69,3.06,3.07,1.26,1.23,4.69,4.69,1.91
12M 2019,53.26,64.98,44.85,73.39,6.85,6.73,5.62,5.18,3.41,3.41,1.33,1.28,4.28,4.28,2.09
12M 2020,41.68,60.66,41.12,61.22,8.76,12.14,6.02,7.71,2.78,2.8,1.13,1.2,3.2,3.2,4.43
12M 2021,19.15,31.66,23.29,27.52,19.06,17.02,11.53,11.83,2.3,2.29,1.19,1.21,3.36,3.36,6.82
12M 2022,27.99,34.57,15.99,46.57,13.04,11.88,10.56,9.33,1.93,1.92,1.11,1.1,3.53,3.53,5.43
12M 2023,32.8,39.62,17.04,55.38,11.13,13.74,9.21,9.25,1.96,1.97,1.11,1.09,3.37,3.37,5.94
12M 2024,28.58,35.57,11.14,53.01,12.77,10.99,10.26,10.43,2.26,2.25,1.26,1.22,3.59,3.59,7.76
