Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,9.52,,3.69,,0.57,,0.41,14.6,14.6,1.2
12M 2009,52.32,110.93,70.25,93.0,6.98,7.68,3.29,3.82,0.38,0.41,0.28,0.3,-15.23,-15.23,0.88
12M 2010,43.92,89.14,35.97,97.09,8.31,8.13,4.09,3.64,0.58,0.6,0.42,0.42,257.9,257.9,1.01
12M 2011,47.85,102.27,26.88,123.24,7.63,6.91,3.57,3.37,0.61,0.62,0.42,0.41,32.12,32.12,1.06
12M 2012,45.81,127.43,27.29,145.95,7.97,6.88,2.86,2.67,0.61,0.59,0.4,0.38,3.72,3.72,1.68
12M 2013,30.56,133.35,31.91,132.0,11.94,13.88,2.74,2.43,0.67,0.62,0.44,0.4,4.71,4.71,1.46
12M 2014,27.58,147.24,37.35,137.47,13.24,11.59,2.48,2.51,0.6,0.6,0.4,0.41,5.76,5.76,1.38
12M 2015,52.97,139.55,34.66,157.86,6.89,5.63,2.62,2.44,0.67,0.62,0.43,0.39,4.63,4.63,1.4
12M 2016,88.84,160.77,28.98,220.63,4.11,4.38,2.27,2.28,0.64,0.67,0.38,0.4,3.29,3.29,1.6
12M 2017,91.19,159.39,20.6,229.98,4.0,3.69,2.29,2.3,0.79,0.79,0.43,0.42,1.88,1.88,2.09
12M 2018,106.0,180.12,22.52,263.6,3.44,2.87,2.03,1.82,0.87,0.82,0.41,0.37,1.34,1.34,2.41
12M 2019,128.38,125.23,23.91,229.7,2.84,2.91,2.91,5.72,0.85,0.88,0.37,0.38,1.38,1.38,2.3
12M 2020,144.66,63.76,30.81,177.61,2.52,2.42,5.72,5.44,0.88,0.87,0.37,0.36,1.28,1.28,2.26
12M 2021,139.02,63.82,33.83,169.01,2.63,2.84,5.72,4.92,1.04,1.04,0.41,0.4,1.45,1.45,2.08
12M 2022,148.52,70.63,33.58,185.57,2.46,2.14,5.17,4.81,1.19,1.17,0.43,0.4,1.18,1.18,2.45
12M 2023,187.59,67.76,36.62,218.73,1.95,1.91,5.39,6.04,1.04,1.06,0.35,0.34,0.98,0.98,2.65
12M 2024,201.63,65.7,47.22,220.11,1.81,1.77,5.56,5.1,0.84,0.77,0.29,0.28,0.8,0.8,2.69
