Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.2,0.59,1.44,2.78,0.0,0.0,1.42,0.52,1.78
12M 2009,0.88,0.46,1.59,2.92,0.0,0.0,1.56,0.55,1.92
12M 2010,1.01,0.48,1.64,2.95,0.0,0.0,1.61,0.56,1.95
12M 2011,1.06,0.56,1.81,3.12,0.0,0.0,1.78,0.58,2.12
12M 2012,1.68,0.79,1.88,3.21,0.0,0.0,1.81,0.59,2.21
12M 2013,1.46,0.72,1.71,2.95,0.0,0.0,1.67,0.58,1.95
12M 2014,1.38,0.66,1.49,2.71,0.0,0.0,1.44,0.55,1.71
12M 2015,1.4,0.82,1.48,2.68,0.0,0.0,1.41,0.55,1.68
12M 2016,1.6,0.88,1.31,2.44,0.0,0.0,1.24,0.54,1.44
12M 2017,2.09,1.46,1.23,2.37,0.0,0.0,1.04,0.52,1.37
12M 2018,2.41,1.73,1.14,2.32,0.0,0.0,0.94,0.49,1.32
12M 2019,2.3,2.08,0.96,2.12,0.0,0.0,0.77,0.45,1.12
12M 2020,2.26,2.07,0.84,2.0,0.0,0.0,0.63,0.42,1.0
12M 2021,2.08,1.88,0.73,1.88,0.0,0.0,0.51,0.39,0.88
12M 2022,2.45,2.23,0.59,1.72,0.0,0.0,0.36,0.34,0.72
12M 2023,2.65,2.48,0.56,1.69,0.0,0.0,0.05,0.33,0.69
12M 2024,2.69,2.51,0.71,1.84,0.0,0.0,0.43,0.38,0.84
