Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,4.58,,,,0.43,,0.23,0.78,0.78,3.55
12M 2009,71.61,,46.96,24.65,5.1,5.37,,,0.4,0.4,0.22,0.22,0.61,0.61,5.41
12M 2010,59.71,,89.67,-29.96,6.11,4.17,,,0.34,0.32,0.21,0.2,0.96,0.96,3.14
12M 2011,64.96,,86.98,-22.02,5.62,4.54,,,0.42,0.36,0.23,0.21,2.31,2.31,1.76
12M 2012,67.67,,75.48,-7.81,5.39,3.76,,,0.36,0.33,0.18,0.17,-0.48,-0.49,0.38
12M 2013,41.76,,69.96,-28.2,8.74,8.72,,,0.39,0.36,0.22,0.2,-0.77,-0.77,0.45
12M 2014,47.39,,85.58,-38.19,7.7,7.62,,,0.36,0.35,0.2,0.2,-1.1,-1.1,0.54
12M 2015,71.97,,115.59,-43.62,5.07,5.36,,,0.25,0.26,0.14,0.15,-0.31,-0.31,0.23
12M 2016,76.55,,119.29,-42.74,4.77,4.99,,,0.25,0.27,0.14,0.16,-0.27,-0.27,0.22
12M 2017,127.19,27.92,162.56,-7.45,2.87,3.18,13.07,13.07,0.24,0.26,0.08,0.08,0.22,0.22,2.35
12M 2018,31.07,7.92,41.6,-2.61,11.75,8.08,46.07,21.65,1.18,1.2,0.36,0.41,-8.57,-8.63,0.77
