Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,3.55,3.55,0.33,1.36,0.0,0.0,0.29,0.24,0.36
12M 2009,5.41,5.41,0.36,1.47,0.0,0.0,0.29,0.25,0.41
12M 2010,3.14,3.14,0.7,1.87,0.0,0.0,0.33,0.37,0.78
12M 2011,1.76,1.76,0.71,1.88,0.0,0.0,0.66,0.38,0.78
12M 2012,0.38,0.38,1.57,2.85,0.0,0.0,1.46,0.55,1.7
12M 2013,0.45,0.45,1.29,2.67,0.0,0.0,1.15,0.48,1.51
12M 2014,0.54,0.54,1.84,3.35,0.0,0.0,1.75,0.55,2.12
12M 2015,0.23,0.23,9.69,12.65,0.0,0.0,8.88,0.77,10.87
12M 2016,0.22,0.22,-267.25,-329.76,-0.0,0.0,-249.83,0.81,-311.18
12M 2017,2.35,2.32,1.11,2.36,0.0,0.0,0.38,0.47,1.25
12M 2018,0.77,0.74,0.42,1.66,0.0,0.0,0.38,0.25,0.59
