Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.89,0.38,0.64,1.85,0.0,0.0,0.58,0.34,0.85
12M 2009,0.86,0.35,0.44,1.74,0.0,0.0,0.43,0.26,0.74
12M 2010,0.67,0.27,0.56,1.87,0.0,0.0,0.53,0.3,0.87
12M 2011,0.48,0.18,0.0,2.68,0.0,0.0,1.29,0.49,1.68
12M 2012,1.39,0.62,0.47,1.68,0.0,0.0,0.35,0.28,0.68
12M 2013,1.57,0.75,0.53,1.68,0.0,0.0,0.43,0.31,0.68
12M 2014,1.75,0.84,0.55,1.67,0.0,0.0,0.44,0.33,0.67
12M 2015,1.29,0.71,0.54,1.74,0.0,0.0,0.43,0.31,0.73
12M 2016,1.05,0.59,0.6,1.8,0.0,0.0,0.56,0.33,0.8
12M 2017,0.95,0.49,0.64,2.0,0.0,0.0,0.61,0.32,0.97
12M 2018,1.06,0.66,0.64,2.09,0.0,0.0,0.61,0.31,1.06
12M 2019,1.78,0.93,0.89,2.31,0.0,0.0,0.87,0.39,1.31
12M 2020,1.51,0.93,0.61,2.02,0.0,0.0,0.6,0.3,1.02
12M 2021,1.62,0.93,0.43,1.93,0.0,0.0,0.41,0.23,0.93
12M 2022,1.41,0.77,0.14,1.43,0.0,0.0,-0.01,0.1,0.43
12M 2023,1.98,1.49,0.0,1.37,0.0,0.0,-0.08,0.0,0.37
12M 2024,3.18,2.55,0.0,1.21,0.0,0.0,-0.12,0.0,0.21
