Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,6.12 B,0.49,285.71,0.64,,0.13%,0.23%,20.87%,
12M 2009,6.12 B,28.58,7.17,0.74,,6.89%,11.98%,11.96%,
12M 2010,6.12 B,28.76,11.47,1.01,,5.80%,10.81%,13.79%,7.67
12M 2011,6.12 B,23.38,21.39,1.07,,3.02%,8.10%,13.69%,2.95
12M 2012,9.18 B,0.30,1500.00,1.33,,0.05%,0.08%,1.21%,0.69
12M 2013,9.18 B,4.88,79.92,0.91,,0.58%,0.98%,0.15%,
12M 2014,9.18 B,0.72,583.33,1.09,,0.08%,0.14%,1.26%,
12M 2015,9.18 B,-39.07,-8.98,1.02,,-4.35%,-7.55%,-4.16%,
12M 2016,9.18 B,-9.69,-27.86,0.81,,-1.09%,-1.96%,-0.18%,
12M 2017,9.18 B,-11.77,-23.79,0.68,,-1.21%,-2.42%,0.49%,0.21
12M 2018,9.18 B,-27.78,-25.92,1.54,295.38 B,-2.74%,-5.73%,-1.85%,-0.49
12M 2019,9.18 B,-17.24,-26.68,0.94,448.73 B,-2.52%,-5.83%,1.36%,0.37
12M 2020,9.18 B,56.12,17.73,1.96,898.49 B,7.84%,15.80%,9.06%,7.20
12M 2021,9.18 B,95.03,61.82,8.14,"1,568.77 B",11.39%,21.97%,21.53%,40.79
12M 2022,9.18 B,85.72,24.73,2.82,"1,606.23 B",10.90%,15.54%,21.25%,49.22
12M 2023,9.18 B,125.16,30.44,4.69,"1,931.66 B",14.22%,19.54%,25.45%,81.40
12M 2024,9.18 B,60.24,102.92,8.52,"1,152.58 B",7.14%,8.67%,10.32%,373.00
