Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.30 B,93.67,7.47,0.11,,4.60%,11.86%,38.00%,7.33
12M 2009,0.30 B,166.36,8.96,0.37,,8.71%,16.42%,18.05%,3.93
12M 2010,0.30 B,99.37,11.07,0.46,,3.48%,9.57%,10.60%,3.03
12M 2011,0.30 B,323.72,2.93,0.23,,11.70%,23.78%,31.81%,7.56
12M 2012,0.30 B,196.12,6.63,0.34,,5.68%,12.59%,22.49%,8.33
12M 2013,0.30 B,218.06,5.32,0.14,,6.06%,12.28%,28.46%,12.57
12M 2014,0.30 B,131.18,11.43,0.12,,3.04%,7.26%,20.62%,2.82
12M 2015,0.59 B,172.00,3.92,0.12,,6.89%,15.99%,31.74%,5.61
12M 2016,0.59 B,416.85,3.24,0.20,,17.39%,27.93%,40.20%,8.28
12M 2017,0.59 B,175.42,7.35,0.18,,7.49%,11.56%,17.12%,8.91
12M 2018,0.59 B,168.70,8.15,0.23,158.05 B,8.59%,10.28%,13.66%,9.90
12M 2019,0.59 B,359.91,4.64,0.32,295.30 B,15.37%,18.93%,24.92%,534.56
12M 2020,0.59 B,317.51,5.62,0.29,229.05 B,12.06%,14.99%,16.59%,13380.38
12M 2021,0.59 B,314.40,5.96,0.21,236.13 B,11.02%,13.48%,15.59%,50053.36
12M 2022,0.59 B,370.93,5.34,0.19,295.91 B,12.84%,14.24%,17.99%,626.76
12M 2023,0.59 B,258.11,7.15,0.17,215.63 B,8.11%,9.35%,11.43%,101711.87
12M 2024,0.59 B,546.12,3.81,0.15,409.84 B,13.62%,17.02%,21.14%,
