Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,15.75,,14.49,,10.97,,3.23,5.59,5.59,7.35
12M 2009,30.33,39.81,18.97,51.17,12.03,15.73,9.17,10.2,6.39,6.35,2.04,2.1,4.01,4.01,4.89
12M 2010,44.7,163.53,41.55,166.68,8.17,7.36,2.23,2.32,3.73,3.73,1.01,1.01,2.77,2.77,1.67
12M 2011,38.76,148.16,20.18,166.74,9.42,8.03,2.46,2.54,6.19,6.23,1.48,1.48,4.91,4.91,1.69
12M 2012,50.67,134.09,16.85,167.91,7.2,7.4,2.72,2.79,5.54,5.53,1.21,1.1,75.95,75.95,1.03
12M 2013,31.89,53.55,18.79,66.65,11.45,10.02,6.82,6.69,24.78,23.4,2.41,2.53,7.72,7.72,1.63
12M 2014,29.53,44.16,15.13,58.56,12.36,9.72,8.27,6.88,2578.64,2738.32,3.15,2.63,11.06,11.06,1.47
12M 2015,30.12,51.57,10.72,70.97,12.12,12.75,7.08,7.52,1910.72,1463.91,2.52,2.25,7.98,7.98,1.53
12M 2016,24.06,48.65,9.6,63.11,15.17,14.82,7.5,6.81,1918.05,1976.95,2.83,2.9,6.86,6.86,2.19
12M 2017,24.53,44.64,10.92,58.25,14.88,13.03,8.18,10.2,209.15,206.22,3.02,3.15,7.83,7.83,2.22
12M 2018,29.16,40.69,10.91,58.94,12.52,13.83,8.97,9.01,180.19,2125.87,2.83,3.05,5.58,5.58,5.11
12M 2019,37.92,39.4,13.1,64.22,9.63,9.86,9.26,10.37,2180.09,2342.21,2.44,2.36,3.69,3.69,4.8
12M 2020,38.92,32.54,17.7,53.76,9.38,9.94,11.22,10.43,35.37,35.2,2.46,2.46,3.65,3.65,4.66
12M 2021,33.35,27.1,14.51,45.94,10.94,9.8,13.47,13.79,24.35,22.88,3.28,3.27,4.99,4.99,4.8
12M 2022,41.78,24.99,8.85,57.92,8.74,7.54,14.61,14.65,24.31,23.61,3.6,3.57,4.93,4.93,9.95
12M 2023,42.26,19.92,6.92,55.26,8.64,9.39,18.32,18.35,24.02,24.27,3.51,3.3,4.64,4.64,7.29
12M 2024,36.98,15.71,12.68,40.01,9.87,9.11,23.23,19.08,31.21,31.34,3.74,3.47,4.88,4.88,4.74
