Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,7.35,5.26,1.32,2.58,0.0,0.0,1.3,0.51,1.58
12M 2009,4.89,3.39,0.61,1.89,0.0,0.0,0.59,0.32,0.89
12M 2010,1.67,0.49,1.43,2.75,0.0,0.0,1.4,0.52,1.75
12M 2011,1.69,0.62,0.83,2.03,0.0,0.0,0.8,0.41,1.03
12M 2012,1.03,0.46,1.04,2.22,0.0,0.0,1.01,0.47,1.22
12M 2013,1.63,0.93,0.47,2.02,0.0,0.0,0.42,0.23,1.02
12M 2014,1.47,0.8,0.0,2.39,0.0,0.0,-0.05,0.0,1.39
12M 2015,1.53,1.01,1.0,2.32,0.0,0.0,0.98,0.43,1.32
12M 2016,2.19,1.09,0.35,1.61,0.0,0.0,0.33,0.22,0.61
12M 2017,2.22,1.29,0.28,1.54,0.0,0.0,0.27,0.18,0.54
12M 2018,5.11,3.01,0.01,1.2,0.0,0.0,0.01,0.01,0.2
12M 2019,4.8,3.62,0.0,1.23,0.0,0.0,-0.32,0.0,0.23
12M 2020,4.66,3.46,0.0,1.24,0.0,0.0,-0.35,0.0,0.24
12M 2021,4.8,3.33,0.0,1.22,0.0,0.0,-0.17,0.0,0.22
12M 2022,9.95,7.31,0.0,1.11,0.0,0.0,-0.08,0.0,0.11
12M 2023,7.29,5.97,0.0,1.15,0.0,0.0,-0.36,0.0,0.15
12M 2024,4.74,3.93,0.0,1.25,0.0,0.0,-0.23,0.0,0.25
