Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.06
12M 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.32
12M 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.86
12M 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3
12M 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33
12M 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73
12M 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59
12M 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97
12M 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28
12M 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33
12M 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02
12M 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37
12M 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16
12M 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
12M 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72
12M 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85
