Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2009,0.00,544218.10,0.00,544218.10,,,,,
12M 2010,3.19,125.20,3.19,125.20,,,,,
12M 2011,1.87,142.64,1.87,142.64,,,,,
12M 2012,1.27,177.52,1.27,177.52,,,,,
12M 2013,1.14,209.98,1.14,209.98,,,,,
12M 2014,1.51,225.10,1.51,225.10,,,,,
12M 2015,1.52,259.30,1.52,259.30,,,,,
12M 2016,2.96,293.43,2.96,293.43,,,,,
12M 2017,2.79,314.93,2.79,314.93,,,,,
12M 2018,1.74,315.73,1.74,315.73,,,,,
12M 2019,1.64,357.70,1.64,357.70,,,,,
12M 2020,1.46,346.86,1.46,346.86,,,,,
12M 2021,2.08,421.46,2.08,421.46,,,,,
12M 2022,2.29,369.49,2.29,369.49,,,,,
12M 2023,2.24,396.97,2.24,396.97,,,,,
12M 2024,2.01,407.40,2.01,407.40,,,,,
