Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,3.33 B,807.19,5.24,0.50,,11.75%,24.12%,55.55%,14.69
12M 2009,3.33 B,1157.15,12.88,1.70,,15.77%,27.81%,32.15%,27.43
12M 2010,3.33 B,1164.61,19.65,2.04,,13.05%,24.01%,27.94%,24.92
12M 2011,3.73 B,1581.96,16.66,1.79,,12.71%,22.42%,29.69%,28.45
12M 2012,3.73 B,1549.45,12.71,1.31,,11.49%,19.50%,21.47%,26.17
12M 2013,3.73 B,1295.85,14.66,1.39,,8.43%,14.55%,16.49%,23.45
12M 2014,3.73 B,1439.52,12.05,1.22,,8.91%,14.65%,20.43%,31.92
12M 2015,3.73 B,1033.07,16.41,1.28,,6.24%,10.16%,19.64%,26.53
12M 2016,3.73 B,1341.03,15.85,1.74,,7.82%,12.24%,15.06%,13.67
12M 2017,3.73 B,1984.64,17.84,2.05,,9.00%,16.32%,21.62%,12.30
12M 2018,3.73 B,2982.63,9.17,1.21,"21,811.22 B",9.57%,20.69%,27.63%,11.67
12M 2019,3.73 B,3032.62,7.10,0.95,"25,122.92 B",10.13%,19.43%,22.65%,7.12
12M 2020,3.73 B,1609.38,16.53,1.64,"18,239.52 B",6.02%,9.96%,10.50%,5.39
12M 2021,3.73 B,2755.85,8.04,1.04,"23,640.31 B",9.13%,14.99%,18.49%,19.72
12M 2022,3.73 B,5631.19,4.63,0.79,"37,527.75 B",14.95%,24.80%,32.28%,38.34
12M 2023,3.73 B,5525.74,4.09,0.66,"38,927.46 B",13.38%,26.01%,28.38%,15.82
12M 2024,3.73 B,5236.06,5.11,0.74,"38,424.59 B",11.52%,21.01%,23.12%,10.25
