Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,1.92,1.92,4.61
12M 2014,54.67,,,54.67,6.68,7.22,,,0.57,0.55,0.43,0.43,2.79,2.79,5.48
12M 2015,45.07,,,45.07,8.1,6.87,,,0.62,0.58,0.49,0.47,3.81,3.81,2.64
12M 2016,41.94,,,41.94,8.7,7.42,,,0.62,0.58,0.5,0.47,5.5,5.5,1.86
12M 2017,38.06,,,38.06,9.59,8.94,,,0.59,0.57,0.48,0.47,6.23,6.23,1.69
12M 2018,32.92,,,32.92,11.09,10.52,,,0.58,0.57,0.47,0.45,5.16,5.16,1.76
12M 2019,25.92,,,25.92,14.08,14.11,,,0.86,0.85,0.4,0.39,0.94,0.94,1.9
12M 2020,23.35,,,23.35,15.63,13.92,,,0.76,0.53,0.37,0.39,8.55,8.55,1.38
12M 2021,19.75,,,19.75,18.48,17.9,,,0.59,0.65,0.42,0.43,1.7,1.7,4.16
12M 2022,18.22,,,18.22,20.03,14.77,,,0.71,0.71,0.45,0.44,2.06,2.06,2.38
12M 2023,20.92,,,20.92,17.45,13.22,,,0.8,0.85,0.47,0.5,1.93,1.93,2.66
12M 2024,25.1,,,25.1,14.54,12.03,,,0.7,0.73,0.44,0.45,1.96,1.96,3.01
