Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,0.76 B,15.93,11.30,2.26,,7.76%,8.84%,21.43%,11.45
12M 2014,0.76 B,17.96,18.82,3.75,,8.50%,9.14%,10.94%,121.24
12M 2015,0.76 B,21.74,8.60,1.68,,8.91%,10.14%,13.02%,568.93
12M 2016,0.76 B,27.60,28.62,5.98,,9.70%,11.52%,14.71%,69.47
12M 2017,0.76 B,30.53,26.20,5.46,,9.45%,11.53%,14.46%,29.98
12M 2018,0.76 B,34.99,22.86,4.98,46.70 B,9.68%,11.92%,14.28%,38.09
12M 2019,0.76 B,176.15,4.37,4.16,157.70 B,31.63%,56.32%,56.01%,154.93
12M 2020,0.76 B,23.99,31.68,4.06,70.15 B,5.33%,15.92%,13.10%,1.67
12M 2021,0.76 B,33.21,29.21,5.08,89.49 B,7.40%,21.87%,17.71%,1.89
12M 2022,0.76 B,31.74,24.57,3.75,87.35 B,6.62%,19.75%,16.61%,2.13
12M 2023,0.76 B,37.15,16.55,2.74,91.69 B,7.94%,21.78%,16.95%,2.71
12M 2024,0.76 B,34.41,32.69,4.74,92.06 B,5.52%,20.47%,12.82%,2.60
