Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,23.72,,,,44.66,,0.41,0.56,0.56,4.59
12M 2009,22.75,,51.52,,16.04,8.28,,,68.67,81.45,0.49,0.49,0.79,0.79,3.76
12M 2010,37.33,,48.18,,9.78,7.89,,,100.44,135.91,0.4,0.39,0.76,0.76,3.23
12M 2011,75.06,,110.58,,4.86,4.6,,,,42.54,0.22,0.22,0.39,0.39,3.12
12M 2012,123.91,,111.64,,2.95,2.65,,,36.88,34.58,0.16,0.17,0.32,0.32,2.54
12M 2013,89.39,,53.71,,4.08,2.66,,,46.21,36.82,0.24,0.23,0.45,0.45,2.69
12M 2014,37.09,,37.06,,9.84,4.79,,,,67.26,0.26,0.25,0.53,0.53,2.93
12M 2015,,,41.8,,,,,,52.45,73.97,0.14,0.14,0.36,0.36,2.08
12M 2016,1.69,,15.54,,216.02,216.02,,,175.54,326.43,0.19,0.19,0.47,0.47,2.18
12M 2017,1.24,,14.52,,294.84,,,,702.69,1020.2,0.26,0.26,0.63,0.63,2.34
12M 2018,,,10.76,,,,,,43.09,22.31,0.16,0.16,0.42,0.42,2.59
12M 2019,1.03,,,,355.11,355.11,,,18.14,16.35,0.15,0.16,0.24,0.24,24.88
12M 2020,5.06,,,,72.1,113.83,,,8.21,9.64,0.07,0.07,0.09,0.09,14.47
12M 2021,24.59,,,,14.84,13.3,,,9.1,12.5,0.04,0.04,0.06,0.06,15.55
12M 2022,41.6,,,,8.77,29.53,,,15.49,62.24,0.03,0.03,0.23,0.23,3.58
12M 2023,8.19,,,,44.58,32.0,,,252.82,812.68,0.06,0.06,0.55,0.55,2.71
12M 2024,22.29,,,,16.38,13.29,,,226.41,233.46,0.03,0.03,0.31,0.31,2.21
