Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,4.59,4.59,0.74,2.19,0.0,0.0,0.72,0.34,1.19
12M 2009,3.76,3.76,0.57,2.01,0.0,0.0,0.5,0.28,1.01
12M 2010,3.23,3.23,0.38,1.82,0.0,0.0,0.34,0.21,0.82
12M 2011,3.12,3.12,0.36,1.83,0.0,0.0,0.27,0.2,0.83
12M 2012,2.54,2.54,0.22,1.82,0.0,0.0,0.17,0.12,0.82
12M 2013,2.69,2.69,0.32,1.9,0.0,0.0,0.25,0.17,0.9
12M 2014,2.93,2.93,0.37,1.77,0.0,0.0,0.32,0.21,0.77
12M 2015,2.08,2.08,0.37,1.74,0.0,0.0,0.36,0.21,0.74
12M 2016,2.18,2.18,0.32,1.67,0.0,0.0,0.28,0.19,0.67
12M 2017,2.34,2.34,0.17,1.49,0.0,0.0,0.14,0.11,0.49
12M 2018,2.59,2.59,0.12,1.35,0.0,0.0,0.11,0.09,0.35
12M 2019,24.88,24.88,0.02,1.06,0.0,0.0,0.01,0.01,0.06
12M 2020,14.47,14.47,0.03,1.06,0.0,0.0,0.01,0.03,0.06
12M 2021,15.55,15.55,0.02,1.05,0.0,0.0,0.02,0.02,0.05
12M 2022,3.58,3.58,0.02,1.05,0.0,0.0,0.02,0.02,0.05
12M 2023,2.71,2.71,0.04,1.07,0.0,0.0,0.03,0.03,0.07
12M 2024,2.21,2.21,0.04,1.1,0.0,0.0,0.04,0.04,0.1
