Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.34 B,22.50,35.56,0.16,,0.89%,16.52%,39.80%,1.86
12M 2009,0.34 B,222.59,4.04,0.16,,8.52%,62.47%,30.38%,2.71
12M 2010,0.34 B,530.70,6.03,0.53,,18.62%,69.72%,48.05%,5.95
12M 2011,1.70 B,121.10,8.09,0.63,,15.46%,48.37%,43.66%,5.99
12M 2012,1.70 B,178.62,13.30,1.20,,16.82%,44.22%,50.88%,175.43
12M 2013,1.70 B,142.33,22.31,1.28,,10.89%,27.89%,34.62%,202.20
12M 2014,1.79 B,-47.21,-45.12,0.85,,-2.39%,-7.83%,-1.17%,-2.50
12M 2015,2.24 B,-28.07,-54.33,0.71,,-1.59%,-4.05%,4.46%,46.70
12M 2016,2.24 B,129.44,10.04,0.55,,7.39%,15.76%,18.56%,2.85
12M 2017,2.24 B,21.84,33.88,0.30,,1.20%,2.87%,5.33%,1.03
12M 2018,2.24 B,127.21,10.97,0.47,758.08 B,6.57%,15.00%,19.46%,4.13
12M 2019,2.24 B,68.11,14.76,0.30,672.10 B,3.28%,7.51%,14.17%,2.34
12M 2020,2.24 B,-17.35,-42.65,0.24,463.05 B,-0.83%,-1.96%,6.73%,1.11
12M 2021,2.24 B,26.97,24.84,0.16,501.74 B,1.11%,2.95%,7.41%,1.48
12M 2022,2.24 B,11.72,41.81,0.10,461.97 B,0.46%,1.26%,5.84%,1.20
12M 2023,2.24 B,28.31,18.19,0.10,550.76 B,1.15%,2.96%,8.85%,1.65
12M 2024,2.24 B,217.99,3.51,0.14,"1,037.65 B",9.07%,18.52%,22.80%,5.68
