Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.17,0.83,10.67,18.62,0.0,0.0,10.23,0.57,17.66
12M 2009,1.32,1.03,3.95,7.33,0.0,0.0,3.37,0.54,6.35
12M 2010,1.42,1.1,1.86,3.74,0.0,0.0,1.4,0.5,2.75
12M 2011,1.4,0.93,1.44,3.13,0.0,0.0,1.23,0.46,2.14
12M 2012,1.05,0.74,1.23,2.63,0.0,0.0,1.09,0.47,1.63
12M 2013,1.01,0.61,1.15,2.56,0.0,0.0,1.05,0.45,1.56
12M 2014,1.08,0.73,1.76,3.27,0.0,0.0,1.48,0.54,2.27
12M 2015,1.33,0.97,1.29,2.56,0.0,0.0,0.95,0.5,1.56
12M 2016,1.29,0.83,0.91,2.13,0.0,0.0,0.83,0.43,1.13
12M 2017,0.91,0.53,1.1,2.39,0.0,0.0,0.99,0.46,1.39
12M 2018,1.64,0.94,0.91,2.28,0.0,0.0,0.83,0.4,1.28
12M 2019,1.18,0.67,0.96,2.29,0.0,0.0,0.91,0.42,1.29
12M 2020,1.2,0.67,1.0,2.35,0.0,0.0,0.91,0.42,1.35
12M 2021,1.26,0.68,1.18,2.65,0.0,0.0,1.09,0.44,1.65
12M 2022,1.17,0.79,1.31,2.77,0.0,0.0,1.08,0.47,1.77
12M 2023,1.18,0.74,0.99,2.57,0.0,0.0,0.86,0.39,1.58
12M 2024,1.65,1.02,0.45,2.04,0.0,0.0,0.33,0.22,1.04
