Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,0.3,0.3,0.23,1.47,0.0,0.0,0.21,0.15,0.45
12M 2010,0.28,0.28,0.25,1.49,0.0,0.0,0.24,0.17,0.47
12M 2011,1.31,1.31,0.11,1.3,0.0,0.0,-0.15,0.08,0.28
12M 2012,4.03,1.25,0.11,1.33,0.0,0.0,-0.04,0.08,0.3
12M 2013,2.27,0.9,0.37,1.65,0.0,0.0,0.15,0.23,0.62
12M 2014,2.46,0.89,0.42,1.68,0.0,0.0,0.26,0.25,0.63
12M 2015,2.32,0.59,0.44,1.72,0.0,0.0,0.34,0.26,0.67
12M 2016,2.59,0.65,0.43,1.67,0.0,0.0,0.3,0.26,0.61
12M 2017,2.52,0.83,0.43,1.77,0.0,0.0,0.26,0.24,0.68
12M 2018,3.08,0.9,0.34,1.64,0.0,0.0,0.23,0.2,0.55
12M 2019,2.78,0.94,0.39,1.71,0.0,0.0,0.18,0.23,0.63
12M 2020,2.63,0.73,0.29,1.57,0.0,0.0,0.16,0.18,0.49
12M 2021,2.43,0.78,0.22,1.56,0.0,0.0,0.06,0.14,0.49
12M 2022,2.65,0.76,0.21,1.52,0.0,0.0,0.04,0.14,0.45
12M 2023,2.6,0.69,0.19,1.51,0.0,0.0,0.04,0.13,0.43
12M 2024,3.19,0.77,0.18,1.44,0.0,0.0,0.06,0.13,0.36
