Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,6.66,,182.28,,1.76,,0.93,7.67,7.67,1.53
12M 2009,56.84,2.5,35.96,23.38,6.42,7.14,145.79,134.14,1.42,1.5,0.73,0.73,21.78,21.78,1.15
12M 2010,53.17,3.16,35.14,21.19,6.86,6.47,115.49,114.89,1.35,1.22,0.76,0.77,19.11,19.11,1.17
12M 2011,52.74,3.54,30.82,25.46,6.92,6.36,103.02,88.93,1.31,1.22,0.84,0.8,56.71,56.71,1.06
12M 2012,54.14,3.92,32.43,25.63,6.74,6.71,93.22,82.73,1.3,1.27,0.89,0.87,123.58,123.58,1.03
12M 2013,57.98,4.32,35.54,26.76,6.3,5.68,84.47,75.17,1.28,1.22,0.89,0.84,58.15,58.15,1.05
12M 2014,62.61,4.69,38.89,28.41,5.83,5.96,77.82,73.23,1.19,1.22,0.81,0.82,29.13,29.13,1.11
12M 2015,67.01,4.28,35.48,35.81,5.45,5.19,85.26,81.26,1.18,1.14,0.77,0.73,16.78,16.78,1.17
12M 2016,77.2,4.22,39.31,42.11,4.73,5.35,86.56,99.34,1.09,1.12,0.69,0.71,28.58,28.58,1.09
12M 2017,80.76,3.33,40.49,43.6,4.52,4.15,109.74,117.87,1.22,1.26,0.74,0.73,17.46,17.46,1.13
12M 2018,88.06,2.66,42.51,48.21,4.15,3.76,137.04,124.0,1.44,1.37,0.83,0.79,24.73,24.73,1.1
12M 2019,102.99,2.88,52.7,53.17,3.54,3.89,126.86,134.27,1.47,1.67,0.78,0.84,9.45,9.45,1.27
12M 2020,79.05,2.3,41.83,39.52,4.62,4.79,158.68,139.58,2.21,2.14,0.94,0.91,8.97,8.97,1.29
12M 2021,71.08,2.11,40.02,33.17,5.14,4.75,172.97,163.31,3.24,3.26,0.97,0.9,5.08,5.08,1.45
12M 2022,55.86,1.54,30.21,27.19,6.53,5.75,236.3,216.36,4.68,4.44,1.15,0.99,3.3,3.3,2.04
12M 2023,75.32,1.98,35.97,41.33,4.85,6.31,184.31,185.11,2.19,1.89,0.63,0.62,2.22,2.22,2.4
12M 2024,62.17,2.33,33.6,30.9,5.87,5.58,156.38,134.8,1.69,1.66,0.58,0.58,1.87,1.87,2.72
