Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.53,1.51,1.12,2.83,0.0,0.0,0.65,0.39,1.46
12M 2009,1.15,1.13,1.5,3.33,0.0,0.0,1.14,0.45,1.92
12M 2010,1.17,1.14,1.43,3.28,0.0,0.0,1.12,0.44,1.87
12M 2011,1.06,1.03,1.72,3.63,0.0,0.0,1.51,0.47,2.21
12M 2012,1.03,0.99,1.62,3.59,0.0,0.0,1.42,0.45,2.14
12M 2013,1.05,1.02,1.43,3.45,0.0,0.0,1.18,0.42,1.98
12M 2014,1.11,1.08,1.18,3.13,0.0,0.0,0.84,0.38,1.66
12M 2015,1.17,1.14,0.99,2.88,0.0,0.0,0.69,0.34,1.41
12M 2016,1.09,1.06,0.9,2.75,0.0,0.0,0.56,0.33,1.31
12M 2017,1.13,1.11,0.83,2.77,0.0,0.0,0.49,0.3,1.33
12M 2018,1.1,1.08,0.79,2.86,0.0,0.0,0.53,0.28,1.4
12M 2019,1.27,1.25,0.92,2.97,0.0,0.0,0.52,0.31,1.56
12M 2020,1.29,1.28,0.92,3.4,0.0,0.0,0.3,0.27,1.97
12M 2021,1.45,1.44,0.54,3.14,0.0,0.0,-0.35,0.17,1.69
12M 2022,2.04,2.03,0.33,2.6,0.0,0.0,-0.61,0.13,1.14
12M 2023,2.4,2.39,0.45,2.59,0.0,0.0,-0.34,0.18,1.18
12M 2024,2.72,2.7,0.48,2.5,0.0,0.0,-0.17,0.19,1.09
