Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,2.24,,3.85
12M 2013,5.63,64.32,33.26,36.69,64.82,54.57,5.67,5.09,2.11,1.98,0.6,0.44,0.61,0.61,10.88
12M 2014,17.47,69.26,34.49,52.24,20.89,16.72,5.27,4.46,2.12,2.16,0.43,0.43,0.56,0.56,12.99
12M 2015,14.98,70.4,37.95,47.43,24.36,27.07,5.18,5.13,2.17,2.01,0.47,0.46,0.87,0.87,7.57
12M 2016,30.22,64.95,47.55,47.62,12.08,7.37,5.62,5.74,0.71,0.48,0.4,0.37,2.79,2.79,2.87
12M 2017,72.98,63.86,65.33,71.51,5.0,4.79,5.72,5.02,0.42,0.4,0.33,0.31,3.41,3.41,1.68
12M 2018,82.02,69.97,98.31,53.68,4.45,3.92,5.22,4.47,0.51,0.5,0.38,0.36,2.76,2.76,2.13
12M 2019,88.8,102.55,123.67,67.68,4.11,3.92,3.56,3.63,0.49,0.49,0.36,0.36,3.31,3.31,2.29
12M 2020,98.98,107.61,101.82,104.77,3.69,3.45,3.39,3.62,0.41,0.41,0.3,0.3,6.85,6.85,1.3
12M 2021,65.89,90.34,94.69,61.54,5.54,5.94,4.04,3.59,0.42,0.42,0.32,0.32,3.55,3.55,2.16
12M 2022,37.51,75.33,91.6,21.24,9.73,5.33,4.85,4.13,0.46,0.46,0.36,0.34,4.68,4.68,1.68
12M 2023,59.34,61.75,95.27,25.82,6.15,4.83,5.91,5.54,0.51,0.52,0.4,0.42,23.91,23.91,1.12
12M 2024,101.35,58.94,112.23,48.06,3.6,3.63,6.19,5.87,0.54,0.54,0.43,0.43,11.71,11.71,1.22
