Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,0.8,0.35,2.47,4.18,0.0,0.0,2.46,0.59,3.18
12M 2011,1.11,0.7,0.63,2.87,0.0,0.0,0.14,0.22,1.87
12M 2012,1.05,0.54,0.86,3.19,0.0,0.0,0.61,0.27,2.19
12M 2013,0.82,0.32,0.7,4.84,0.0,0.0,0.68,0.15,3.84
12M 2014,0.84,0.39,1.63,5.18,0.0,0.0,1.51,0.32,4.18
12M 2015,0.86,0.44,1.73,5.87,0.0,0.0,1.71,0.29,4.87
12M 2016,0.97,0.38,1.36,5.0,0.0,0.0,1.34,0.27,4.0
12M 2017,0.96,0.32,1.49,5.5,0.0,0.0,1.42,0.27,4.5
12M 2018,0.85,0.36,3.87,11.78,0.0,0.0,3.73,0.33,10.78
12M 2019,0.85,0.34,3.25,11.28,0.0,0.0,3.01,0.29,10.28
12M 2020,0.91,0.43,0.96,5.95,0.0,0.0,0.28,0.16,4.95
12M 2021,2.57,1.03,0.16,3.39,0.0,0.0,-0.44,0.05,2.39
12M 2022,1.85,0.69,0.95,6.64,0.0,0.0,0.73,0.14,5.64
12M 2023,1.9,0.81,0.52,6.54,0.0,0.0,0.17,0.08,5.54
12M 2024,1.73,0.78,1.66,12.33,0.0,0.0,0.02,0.13,11.33
