Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2010,(101 B),(5 B),(105 B),-58.39
12M 2011,(26 B),(7 B),(32 B),-17.82
12M 2012,(52 B),(47 B),(99 B),-55.19
12M 2013,108 B,(55 B),53 B,29.58
12M 2014,(74 B),(57 B),(131 B),-72.72
12M 2015,27 B,(7 B),21 B,11.51
12M 2016,34 B,(5 B),29 B,16.29
12M 2017,52 B,(13 B),40 B,21.95
12M 2018,10 B,(14 B),(4 B),-2.19
12M 2019,80 B,(17 B),62 B,34.53
12M 2020,213 B,(17 B),196 B,109.08
12M 2021,129 B,(20 B),109 B,60.36
12M 2022,(152 B),(15 B),(167 B),-92.53
12M 2023,72 B,(13 B),59 B,32.62
12M 2024,27 B,(5 B),22 B,12.49
