Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,24.66 B,234.28,13.87,4.15,,2.35%,24.81%,6.24%,
12M 2009,24.66 B,276.10,17.57,5.21,,2.41%,24.44%,3.23%,
12M 2010,24.66 B,343.92,18.61,7.64,,2.61%,24.86%,3.43%,
12M 2011,24.66 B,438.83,18.23,8.03,,2.83%,25.76%,3.77%,
12M 2012,24.66 B,475.43,19.14,6.42,,2.65%,22.62%,3.46%,
12M 2013,24.66 B,578.13,16.61,5.76,,2.87%,22.32%,3.64%,
12M 2014,24.66 B,668.66,19.63,6.24,,2.98%,21.22%,3.91%,
12M 2015,24.66 B,730.83,18.20,5.70,,3.03%,20.16%,3.95%,
12M 2016,24.66 B,835.76,18.55,6.39,,3.04%,18.33%,4.07%,
12M 2017,24.66 B,945.45,23.16,8.42,,3.11%,17.75%,4.09%,
12M 2018,24.66 B,1048.68,24.79,9.32,"34,787.67 B",3.13%,17.05%,4.15%,
12M 2019,24.66 B,1158.59,28.85,10.64,"38,304.61 B",3.11%,16.41%,4.16%,
12M 2020,24.66 B,1100.43,30.76,10.62,"36,113.52 B",2.52%,14.70%,3.37%,
12M 2021,123.28 B,254.90,28.64,11.21,"41,288.36 B",2.56%,15.50%,3.37%,
12M 2022,123.28 B,330.45,25.87,11.87,"53,129.22 B",3.10%,18.43%,3.97%,
12M 2023,123.28 B,394.56,23.82,11.14,"63,391.24 B",3.45%,20.07%,4.42%,
12M 2024,123.28 B,444.83,21.75,10.58,"70,385.40 B",3.78%,20.88%,4.77%,
