Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,"(1,744 B)","(1,014 B)","(2,758 B)",-111.87
12M 2009,"(18,660 B)",(930 B),"(19,591 B)",-794.60
12M 2010,"2,712 B","(1,119 B)","1,593 B",64.62
12M 2011,"(37,229 B)","(1,727 B)","(38,956 B)",-1580.04
12M 2012,"27,715 B","(3,212 B)","24,503 B",993.84
12M 2013,"(4,190 B)","(2,937 B)","(7,127 B)",-289.07
12M 2014,"35,137 B","(2,661 B)","32,475 B",1317.19
12M 2015,"29,459 B","(2,533 B)","26,926 B",1092.10
12M 2016,"45,667 B","(2,728 B)","42,939 B",1741.60
12M 2017,"9,659 B","(1,737 B)","7,922 B",321.31
12M 2018,"4,913 B","(2,347 B)","2,565 B",104.05
12M 2019,"51,942 B","(2,675 B)","49,267 B",1998.25
12M 2020,"50,979 B","(2,674 B)","48,305 B",1959.24
12M 2021,"126,186 B","(3,062 B)","123,124 B",998.78
12M 2022,"33,779 B","(2,631 B)","31,148 B",252.67
12M 2023,"58,115 B","(4,698 B)","53,418 B",433.32
12M 2024,"53,820 B","(3,566 B)","50,254 B",407.66
