Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,3.44,944.20,3.44,944.20,,,,,
12M 2009,4.29,1129.86,4.29,1129.86,,,,,
12M 2010,4.63,1383.40,4.63,1383.40,,,,,
12M 2011,4.70,1703.63,4.70,1703.63,,,,,
12M 2012,4.33,2102.08,4.33,2102.08,,,,,
12M 2013,3.71,2590.37,3.71,2590.37,,,,,
12M 2014,4.17,3150.80,4.17,3150.80,,,,,
12M 2015,3.67,3624.80,3.67,3624.80,,,,,
12M 2016,3.40,4560.25,3.40,4560.25,,,,,
12M 2017,4.11,5325.63,4.11,5325.63,,,,,
12M 2018,4.23,6151.27,4.25,6123.72,,,,,
12M 2019,4.74,7059.13,4.77,7003.26,,,,,
12M 2020,4.52,7487.17,4.56,7421.08,,,,,
12M 2021,4.44,1644.39,4.47,1631.56,,,,,
12M 2022,4.77,1792.89,4.80,1780.18,,,,,
12M 2023,4.78,1965.98,4.81,1953.29,,,,,
12M 2024,4.54,2130.53,4.57,2115.88,,,,,
