Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,2.31 B,11.96,5.02,0.66,,1.35%,7.02%,4.00%,
12M 2009,2.31 B,12.21,10.89,1.40,,1.17%,6.80%,1.84%,
12M 2010,2.31 B,11.68,14.04,1.58,,1.01%,6.21%,1.43%,
12M 2011,2.31 B,18.45,7.53,1.21,,1.44%,8.95%,1.35%,
12M 2012,2.31 B,24.73,6.67,1.22,,1.64%,10.93%,2.36%,
12M 2013,2.31 B,24.33,6.45,0.91,,1.39%,9.96%,2.03%,
12M 2014,2.31 B,22.44,7.04,0.69,,1.01%,8.61%,1.52%,
12M 2015,2.31 B,24.65,7.71,0.66,,0.87%,4.62%,1.38%,
12M 2016,2.31 B,34.10,5.87,0.64,,1.11%,6.07%,1.54%,
12M 2017,2.31 B,38.77,6.91,0.91,,1.28%,6.57%,1.71%,
12M 2018,2.31 B,40.22,6.91,1.00,136.66 B,1.27%,6.21%,1.76%,
12M 2019,2.31 B,22.15,14.54,1.14,82.51 B,0.67%,3.36%,0.95%,
12M 2020,2.31 B,15.17,24.92,1.38,68.63 B,0.46%,2.32%,0.69%,
12M 2021,2.77 B,16.04,202.00,17.31,78.79 B,0.51%,1.99%,0.76%,
12M 2022,3.39 B,11.49,80.50,5.94,68.04 B,0.47%,1.27%,0.56%,
12M 2023,3.39 B,13.10,56.87,4.74,80.17 B,0.56%,1.42%,0.70%,
12M 2024,3.39 B,18.12,33.11,3.70,94.92 B,0.75%,1.93%,0.87%,
