Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,4.07,3.05,0.08,1.6,0.0,0.0,-0.11,0.05,0.38
12M 2009,5.69,4.42,0.0,1.53,0.0,0.0,-0.36,0.0,0.29
12M 2010,7.04,5.87,0.0,1.45,0.0,0.0,-0.69,0.0,0.23
12M 2011,5.77,4.36,0.04,1.56,0.0,0.0,-0.57,0.03,0.29
12M 2012,4.36,2.94,0.03,1.92,0.0,0.0,-0.27,0.02,0.43
12M 2013,3.39,2.09,0.03,2.19,0.0,0.0,-0.08,0.01,0.62
12M 2014,4.12,2.49,0.02,2.1,0.0,0.0,-0.09,0.01,0.52
12M 2015,4.96,3.16,0.0,1.97,0.0,0.0,-0.33,0.0,0.38
12M 2016,5.82,4.03,0.0,1.84,0.0,0.0,-0.43,0.0,0.28
12M 2017,6.5,4.75,0.0,1.63,0.0,0.0,-0.45,0.0,0.23
12M 2018,5.76,3.8,0.0,1.65,0.0,0.0,-0.31,0.0,0.25
12M 2019,7.72,5.9,0.0,1.61,0.0,0.0,-0.47,0.0,0.21
12M 2020,10.48,7.93,0.0,1.57,0.0,0.0,-0.57,0.0,0.17
12M 2021,7.25,5.57,0.0,1.64,0.0,0.0,-0.57,0.0,0.24
12M 2022,13.15,8.94,0.0,1.54,0.0,0.0,-0.48,0.0,0.14
12M 2023,13.61,11.34,0.0,1.52,0.0,0.0,-0.74,0.0,0.13
12M 2024,14.66,11.99,0.0,1.53,0.0,0.0,-0.77,0.0,0.12
