Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,4.84,,5.99,,7.8,,1.42,2.56,2.56,4.07
12M 2009,69.33,50.6,28.23,91.7,5.26,4.85,7.21,6.8,9.2,9.95,1.61,1.54,2.29,2.29,5.69
12M 2010,63.84,45.21,24.76,84.29,5.72,5.86,8.07,9.18,12.84,14.14,1.61,1.54,2.02,2.02,7.04
12M 2011,64.97,56.82,28.17,93.62,5.62,5.11,6.42,5.36,16.61,18.08,1.46,1.4,1.92,1.92,5.77
12M 2012,69.82,64.08,30.86,103.04,5.23,4.8,5.7,5.97,15.66,13.03,1.67,1.75,2.72,2.72,4.36
12M 2013,68.8,61.86,35.59,95.07,5.31,4.81,5.9,5.55,13.99,13.65,2.05,2.03,3.47,3.47,3.39
12M 2014,68.02,64.17,36.08,96.11,5.37,4.92,5.69,5.59,15.54,15.69,2.22,2.13,3.22,3.22,4.12
12M 2015,73.42,73.48,35.95,110.95,4.97,5.35,4.97,5.23,12.03,12.04,1.85,1.77,2.74,2.74,4.96
12M 2016,60.37,62.8,28.26,94.91,6.05,4.97,5.81,5.59,11.57,11.62,1.93,1.79,2.64,2.64,5.82
12M 2017,66.06,63.08,28.49,100.65,5.53,4.71,5.79,6.0,9.71,9.05,1.6,1.5,2.27,2.27,6.5
12M 2018,69.2,67.09,29.93,106.36,5.27,4.7,5.44,4.46,7.21,6.02,1.44,1.35,2.26,2.26,5.76
12M 2019,73.58,68.98,28.65,113.91,4.96,4.36,5.29,6.78,5.67,5.38,1.31,1.26,2.0,2.0,7.72
12M 2020,73.37,68.48,22.98,118.87,4.97,4.53,5.33,4.8,5.19,5.18,1.15,1.1,1.6,1.6,10.48
12M 2021,65.53,63.98,21.83,107.68,5.57,4.27,5.7,5.4,7.27,7.54,1.32,1.22,1.69,1.69,7.25
12M 2022,65.83,76.51,19.9,122.44,5.54,5.17,4.77,4.08,8.72,9.12,1.3,1.24,1.66,1.66,13.15
12M 2023,72.98,85.66,18.09,140.55,5.0,5.25,4.26,5.75,6.64,6.41,0.97,0.95,1.27,1.27,13.61
12M 2024,63.57,64.53,17.07,111.03,5.74,5.31,5.66,5.42,6.14,5.99,0.92,0.89,1.2,1.2,14.66
