Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,5.85,,,,0.46,,0.22,4.45,4.45,4.34
12M 2009,98.42,8.24,12.57,94.09,3.71,2.93,44.31,20.05,0.57,0.61,0.24,0.24,1.52,1.52,81.63
12M 2010,15.64,0.24,2.41,13.47,23.33,22.82,1497.0,1983.09,2.85,2.87,1.61,1.6,-2.75,-2.75,0.37
12M 2011,31.88,0.22,11.85,20.25,11.45,10.28,1683.06,1627.65,1.62,1.64,0.89,0.9,-2.96,-2.96,0.36
12M 2012,26.23,0.39,14.45,12.17,13.92,9.61,945.74,1148.7,2.09,2.17,1.02,0.99,15.45,15.62,1.35
12M 2013,19.41,0.39,13.06,6.74,18.81,16.85,943.46,828.07,2.56,2.44,1.16,1.08,724.68,724.68,1.01
12M 2014,12.12,0.16,29.2,-16.92,30.12,30.93,2333.29,782.5,3.91,4.0,1.54,1.49,-53.61,-53.61,0.92
12M 2015,13.88,8.67,33.07,-10.52,26.29,21.78,42.12,41.69,4.61,4.53,1.39,1.24,7.39,7.39,2.2
12M 2016,18.6,12.89,15.28,16.21,19.63,20.23,28.32,29.25,3.42,2.87,1.23,1.23,18.14,18.14,1.45
12M 2017,35.47,16.57,20.66,31.38,10.29,10.19,22.03,21.01,2.31,2.39,1.0,1.01,5.29,5.29,2.28
12M 2018,50.9,13.31,31.11,33.1,7.17,7.63,27.43,49.22,2.07,2.05,0.7,0.59,2.37,2.37,3.75
12M 2019,44.48,0.53,29.29,15.72,8.21,7.17,682.39,589.31,2.16,2.15,0.65,0.67,2.63,2.63,3.01
12M 2020,46.2,1.01,34.76,12.45,7.9,9.5,361.56,266.23,1.86,1.86,0.59,0.59,2.57,2.57,2.82
12M 2021,42.31,1.77,33.0,11.08,8.63,8.28,206.01,176.25,1.11,1.13,0.48,0.4,2.09,2.09,3.39
12M 2022,41.63,2.27,33.52,10.38,8.77,8.09,160.98,143.58,0.94,0.87,0.5,0.48,3.82,3.82,2.17
12M 2023,42.64,1.95,40.26,4.33,8.56,7.89,187.17,188.59,1.28,1.24,0.68,0.62,8.33,8.33,1.43
12M 2024,45.86,1.24,36.96,10.14,7.96,8.18,295.09,288.75,1.51,1.55,0.77,0.78,7.71,7.71,1.55
