Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,4.34,4.34,0.0,1.02,0.0,0.0,-0.0,0.0,0.02
12M 2009,81.63,77.26,0.0,1.01,0.0,0.0,-0.06,0.0,0.0
12M 2010,0.37,0.37,8.14,11.87,0.0,0.0,7.47,0.69,9.63
12M 2011,0.36,0.36,5.84,9.45,0.0,0.0,5.41,0.62,7.47
12M 2012,1.35,1.35,1.52,3.37,0.0,0.0,1.18,0.45,1.89
12M 2013,1.01,1.0,1.3,2.86,0.0,0.0,1.02,0.45,1.61
12M 2014,0.92,0.92,0.74,2.63,0.0,0.0,0.2,0.28,1.36
12M 2015,2.2,1.85,0.79,2.43,0.0,0.0,0.44,0.33,1.08
12M 2016,1.45,1.28,0.65,2.11,0.0,0.0,0.46,0.31,0.78
12M 2017,2.28,1.95,0.19,1.9,0.0,0.0,0.02,0.1,0.38
12M 2018,3.75,3.74,0.51,2.08,0.0,0.0,0.29,0.25,0.65
12M 2019,3.01,3.0,0.44,1.78,0.0,0.0,0.23,0.25,0.57
12M 2020,2.82,2.81,0.31,1.65,0.0,0.0,-0.08,0.19,0.43
12M 2021,3.39,3.36,1.06,2.41,0.0,0.0,0.68,0.44,1.18
12M 2022,2.17,2.14,1.02,2.4,0.0,0.0,0.75,0.43,1.17
12M 2023,1.43,1.42,1.05,2.54,0.0,0.0,0.78,0.41,1.34
12M 2024,1.55,1.54,0.79,2.28,0.0,0.0,0.48,0.35,1.1
