Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,1.18,0.55,0.47,2.33,0.0,0.0,0.38,0.2,1.33
12M 2012,2.22,1.25,0.14,1.59,0.0,0.0,-0.19,0.09,0.59
12M 2013,1.59,0.77,0.18,1.83,0.0,0.0,0.01,0.1,0.81
12M 2014,1.31,0.72,0.28,1.93,0.0,0.0,0.07,0.15,0.93
12M 2015,1.33,0.67,0.19,1.87,0.0,0.0,-0.04,0.1,0.86
12M 2016,1.59,0.77,0.05,1.68,0.0,0.0,-0.19,0.03,0.68
12M 2017,1.6,0.8,0.01,1.76,0.0,0.0,-0.35,0.01,0.75
12M 2018,1.56,0.91,0.0,1.8,0.0,0.0,-0.49,0.0,0.8
12M 2019,1.69,0.91,0.0,1.75,0.0,0.0,-0.48,0.0,0.74
12M 2020,1.22,0.61,0.0,2.44,0.0,0.0,-0.52,0.0,1.43
12M 2021,0.9,0.25,0.1,3.01,0.0,0.0,-0.15,0.03,2.0
12M 2022,0.84,0.22,0.19,3.21,0.0,0.0,-0.05,0.06,2.2
12M 2023,0.78,0.24,0.41,4.22,0.0,0.0,-0.01,0.1,3.21
12M 2024,0.89,0.24,0.19,3.75,0.0,0.0,-0.14,0.05,2.74
