Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,0.00 B,175265.82,0.00,0.00,,5.43%,12.67%,38.73%,3.00
12M 2012,1.56 B,23.30,34.33,1.16,,6.40%,10.15%,16.52%,6.47
12M 2013,1.56 B,22.44,29.41,0.79,,4.93%,9.03%,10.78%,7.03
12M 2014,1.56 B,9.69,45.92,0.42,,1.94%,3.75%,5.08%,2.44
12M 2015,1.56 B,-10.97,-30.99,0.28,,-2.38%,-4.45%,-3.38%,-1.52
12M 2016,1.56 B,26.03,20.36,0.40,,5.65%,9.50%,11.48%,11.14
12M 2017,1.56 B,25.11,13.14,0.24,,4.89%,8.58%,8.92%,38.48
12M 2018,1.56 B,32.49,9.66,0.21,108.57 B,5.62%,10.12%,9.62%,271.47
12M 2019,1.56 B,36.01,9.28,0.22,110.83 B,5.91%,10.35%,8.69%,
12M 2020,1.56 B,47.98,9.09,0.23,229.58 B,5.69%,13.89%,14.52%,4.84
12M 2021,1.56 B,5.41,332.72,0.98,198.68 B,0.56%,1.68%,4.14%,1.13
12M 2022,1.56 B,-53.49,-15.24,0.44,144.26 B,-6.18%,-19.82%,-5.90%,-1.17
12M 2023,1.56 B,-77.06,-8.69,0.37,101.05 B,-9.67%,-40.78%,-12.85%,-2.01
12M 2024,1.56 B,17.50,26.86,0.26,127.72 B,2.29%,8.58%,-9.23%,-1.30
