Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2009,,,,,,1.22,,8.2,,3.6,,0.44,0.54,0.54,26.11
12M 2010,337.6,45.12,21.22,361.5,1.08,1.31,8.09,5.88,3.13,3.68,0.33,0.35,0.42,0.42,85.41
12M 2011,217.91,59.29,35.58,241.62,1.68,1.49,6.16,6.11,5.26,6.83,0.39,0.4,0.55,0.55,11.2
12M 2012,153.55,70.89,62.87,161.57,2.38,2.3,5.15,5.93,4.3,2.82,0.5,0.5,0.77,0.77,7.71
12M 2013,97.89,51.38,42.85,106.42,3.73,4.16,7.1,7.26,2.54,2.16,0.61,0.59,1.03,1.03,13.87
12M 2014,54.5,59.62,19.83,94.29,6.7,6.34,6.12,4.47,2.42,2.22,0.77,0.75,1.37,1.37,12.86
12M 2015,58.21,67.22,25.31,100.12,6.27,5.64,5.43,6.19,2.76,2.78,0.86,0.79,1.42,1.42,9.68
12M 2016,75.83,57.74,35.96,97.61,4.81,4.23,6.32,5.69,1.99,1.46,0.8,0.69,1.79,1.79,5.82
12M 2017,78.27,44.51,36.63,86.15,4.66,3.89,8.2,7.72,2.04,2.03,0.94,0.91,2.3,2.3,5.1
12M 2018,73.79,50.07,50.76,73.1,4.95,4.15,7.29,6.12,2.37,2.36,1.06,1.01,2.87,2.87,3.04
12M 2019,88.56,52.58,63.14,78.0,4.12,3.63,6.94,9.34,2.17,2.16,0.96,0.94,2.59,2.59,3.62
12M 2020,96.03,35.74,61.96,69.81,3.8,3.77,10.21,9.61,2.2,2.19,0.93,0.89,2.29,2.29,3.72
12M 2021,85.98,40.01,67.48,58.51,4.24,3.54,9.12,7.96,2.88,2.87,1.09,1.04,2.88,2.88,2.51
12M 2022,96.34,66.51,82.01,80.84,3.79,4.09,5.49,5.35,2.57,2.57,0.95,0.95,2.38,2.38,3.79
12M 2023,98.34,70.36,63.92,104.78,3.71,3.95,5.19,6.83,1.98,1.98,0.76,0.77,1.7,1.7,5.64
12M 2024,88.39,48.58,50.62,86.35,4.13,4.1,7.51,7.47,2.04,2.04,0.77,0.75,1.62,1.62,5.64
