Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.38,451.26,0.38,451.26,,,,,
12M 2009,0.44,503.98,0.44,503.98,,,,,
12M 2010,1.14,568.97,1.14,568.97,,,,,
12M 2011,0.75,575.88,0.75,575.88,,,,,
12M 2012,0.62,649.01,0.62,649.01,,,,,
12M 2013,0.55,732.44,0.55,732.44,,,,,
12M 2014,0.54,817.34,0.54,817.34,,,,,
12M 2015,0.30,903.23,0.30,903.23,,,,,
12M 2016,0.25,953.42,0.25,953.42,,,,,
12M 2017,0.28,1011.30,0.28,1011.30,,,,,
12M 2018,0.29,1091.00,0.29,1091.00,,,,,
12M 2019,0.25,1180.99,0.25,1176.36,,,,,
12M 2020,0.20,1190.91,0.20,1187.03,,,,,
12M 2021,0.21,1206.20,0.21,1202.29,,,,,
12M 2022,0.23,1282.73,0.23,1278.80,,,,,
12M 2023,0.35,1387.06,0.35,1383.63,,,,,
12M 2024,0.21,1446.82,0.21,1443.89,,,,,
