Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,6.82,,11.25,,40.44,,1.34,9.62,9.62,1.17
12M 2009,57.94,28.88,134.57,-47.75,6.3,5.62,12.64,12.72,52.31,58.17,1.43,1.38,9.05,9.05,1.2
12M 2010,78.01,21.03,186.16,-87.12,4.68,5.78,17.36,17.61,36.09,41.67,1.08,1.15,11.51,11.51,1.14
12M 2011,57.68,3.99,163.7,-102.03,6.33,7.52,91.47,34.81,32.88,33.22,1.21,1.15,13.33,13.33,1.1
12M 2012,56.62,5.06,202.67,-140.99,6.45,6.07,72.08,45.78,37.36,34.29,1.09,1.02,5.33,5.33,1.24
12M 2013,53.01,5.9,191.78,-132.87,6.89,6.75,61.89,54.47,42.73,39.61,1.11,1.05,3.83,3.83,1.39
12M 2014,72.91,7.0,231.02,-151.11,5.01,4.61,52.15,47.6,22.55,21.17,0.86,0.86,3.58,3.58,1.34
12M 2015,81.35,6.39,247.51,-159.77,4.49,4.4,57.12,52.95,11.77,10.92,0.69,0.65,1.78,1.78,1.56
12M 2016,84.76,5.39,272.63,-182.48,4.31,4.22,67.76,67.73,8.65,7.86,0.6,0.57,2.92,2.92,1.29
12M 2017,70.2,53.14,278.43,-155.09,5.2,5.62,6.87,3.78,10.17,10.36,0.63,0.57,2.11,2.11,1.41
12M 2018,73.18,111.65,255.31,-70.48,4.99,4.82,3.27,2.99,10.12,10.02,0.54,0.54,2.42,2.42,1.34
12M 2019,86.54,128.58,212.13,2.99,4.22,3.41,2.84,2.8,8.98,9.02,0.46,0.44,2.63,2.63,1.24
12M 2020,116.14,222.8,409.05,-70.11,3.14,3.57,1.64,1.44,5.36,5.29,0.29,0.29,3.58,3.58,1.11
12M 2021,90.44,257.15,457.46,-109.87,4.04,3.7,1.42,1.33,5.3,5.34,0.3,0.29,24.35,24.35,1.02
12M 2022,76.92,224.22,362.32,-61.18,4.75,4.38,1.63,1.56,6.42,6.51,0.34,0.35,2.72,2.72,1.2
12M 2023,89.15,130.3,197.74,21.71,4.09,3.77,2.8,2.82,9.74,9.71,0.5,0.5,5.58,5.58,1.14
12M 2024,126.67,181.51,243.13,65.05,2.88,5.16,2.01,1.96,6.31,6.42,0.35,0.38,5.41,5.41,1.12
