Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(3 B),(51 B),(55 B),-30.40
12M 2009,(151 B),(9 B),(160 B),-88.75
12M 2010,(31 B),(6 B),(37 B),-20.63
12M 2011,519 B,(11 B),508 B,282.14
12M 2012,241 B,(109 B),133 B,73.57
12M 2013,562 B,(333 B),229 B,127.21
12M 2014,(978 B),(589 B),"(1,568 B)",-870.30
12M 2015,241 B,(200 B),41 B,11.44
12M 2016,"(1,753 B)",(370 B),"(2,122 B)",-596.05
12M 2017,"(3,227 B)",(166 B),"(3,393 B)",-952.97
12M 2018,71 B,(485 B),(415 B),-116.41
12M 2019,496 B,"(1,410 B)",(914 B),-256.66
12M 2020,"1,378 B",(473 B),906 B,254.29
12M 2021,"1,516 B",(357 B),"1,159 B",325.50
12M 2022,"1,224 B",(265 B),959 B,114.11
12M 2023,84 B,(266 B),(182 B),-21.63
12M 2024,"1,467 B",(44 B),"1,423 B",169.31
