Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,0.22,,0.2,-0.52,-0.52,0.08
12M 2009,,,,,,,,,0.25,0.26,0.23,0.23,-41.4,-41.4,0.92
12M 2010,,,,,,,,,0.31,0.61,0.26,0.27,2.69,2.69,3.05
12M 2011,0.61,,,,601.81,601.81,,,0.35,0.35,0.26,0.26,1.31,1.31,6.12
12M 2012,0.73,,,,497.14,473.11,,,0.72,3.86,0.26,0.25,0.9,0.9,9.12
12M 2013,0.22,,,,1635.37,1549.25,,,3.41,3.18,0.23,0.2,0.76,0.76,3.82
12M 2014,3.21,,7.89,,113.53,114.13,,,5.12,4.11,0.26,0.25,0.81,0.81,3.96
12M 2015,12.64,,13.4,,28.87,24.77,,,7.82,2.94,0.27,0.26,1.18,1.18,2.88
12M 2016,11.97,,9.91,,30.48,22.87,,,12.66,14.49,0.33,0.31,1.35,1.35,2.88
12M 2017,9.45,,25.69,,38.62,23.27,,,17.49,16.47,0.31,0.3,1.17,1.17,2.71
12M 2018,10.49,,35.3,,34.81,28.69,,,21.42,21.58,0.32,0.3,1.12,1.12,3.0
12M 2019,15.76,,50.27,,23.16,21.58,,,18.35,16.97,0.25,0.23,1.7,1.7,1.55
12M 2020,17.59,,47.14,,20.75,32.87,,,12.68,13.1,0.16,0.16,0.8,0.8,2.27
12M 2021,4.87,,13.27,,74.95,53.83,,,21.69,21.85,0.28,0.29,-3.49,-3.49,0.66
12M 2022,1.64,,21.24,,222.73,177.06,,,22.18,21.73,0.26,0.26,-2.08,-2.08,0.47
12M 2023,0.44,,54.79,,837.67,121.1,,,39.09,39.9,0.38,0.35,-3.46,-3.46,0.37
12M 2024,1.83,,206.98,,199.56,159.35,,,19.58,18.35,0.18,0.18,21.19,21.19,1.08
