Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,2.00 B,32.70,43.91,5.02,,2.34%,4.62%,32.17%,1.99
12M 2009,2.00 B,30.68,45.80,4.45,,2.20%,4.13%,13.98%,2.21
12M 2010,2.00 B,147.08,14.13,5.54,,10.23%,16.64%,14.83%,6.04
12M 2011,2.00 B,178.52,14.37,6.39,,11.16%,16.92%,14.49%,6.77
12M 2012,2.00 B,195.16,13.15,5.68,,10.38%,15.84%,15.66%,9.59
12M 2013,2.20 B,184.93,27.68,11.70,,8.51%,12.91%,12.78%,9.97
12M 2014,2.20 B,187.30,24.15,7.65,,7.78%,11.51%,9.82%,6.20
12M 2015,2.75 B,165.14,18.02,5.37,,7.34%,11.30%,9.68%,5.99
12M 2016,2.75 B,178.25,12.27,2.60,,6.18%,10.86%,11.10%,6.64
12M 2017,2.75 B,248.23,6.20,1.46,,6.36%,13.24%,8.65%,7.09
12M 2018,3.62 B,208.75,6.13,1.21,"1,091.73 B",5.77%,11.87%,8.75%,5.37
12M 2019,3.62 B,209.53,8.85,1.90,"1,236.28 B",4.91%,10.64%,9.67%,3.00
12M 2020,5.43 B,82.51,18.66,3.23,892.27 B,2.72%,5.01%,6.13%,2.06
12M 2021,5.43 B,135.79,14.73,2.45,"1,102.82 B",4.78%,7.67%,7.70%,4.92
12M 2022,5.43 B,168.35,13.01,2.67,"1,548.06 B",4.97%,8.76%,9.58%,13.29
12M 2023,5.44 B,188.17,8.85,1.18,"1,923.79 B",4.74%,8.93%,10.67%,5.45
12M 2024,6.01 B,174.70,8.19,2.09,"1,958.97 B",4.39%,8.03%,8.71%,3.77
