Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2009,(150 B),"(8,664 B)","(8,814 B)",-16950445911.54
12M 2010,(407 B),(388 B),(795 B),-43.73
12M 2011,(380 B),(611 B),(991 B),-38.75
12M 2012,(554 B),(699 B),"(1,253 B)",-49.02
12M 2013,(283 B),(190 B),(473 B),-18.49
12M 2014,(2 B),(80 B),(83 B),-3.23
12M 2015,(18 B),(59 B),(77 B),-3.03
12M 2016,(174 B),(161 B),(335 B),-13.09
12M 2017,(493 B),(67 B),(561 B),-8.99
12M 2018,(288 B),(76 B),(364 B),-5.83
12M 2019,38 B,(201 B),(163 B),-2.61
12M 2020,52 B,(32 B),21 B,0.29
12M 2021,47 B,"(3,307 B)","(3,259 B)",-25.25
12M 2022,63 B,"(1,982 B)","(1,920 B)",-13.54
12M 2023,269 B,(348 B),(78 B),-0.55
12M 2024,362 B,(278 B),85 B,0.60
