Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,1.23,1.23,-48.17,-47.63,-48.17,1.01,-48.02,1.01,-48.3
12M 2010,6.72,6.72,0.17,1.2,0.0,0.0,0.11,0.14,0.18
12M 2011,4.64,4.64,0.23,1.27,0.0,0.0,0.22,0.18,0.24
12M 2012,0.41,0.41,0.33,1.36,0.0,0.0,0.32,0.24,0.36
12M 2013,0.02,0.02,0.39,1.41,0.0,0.0,0.39,0.28,0.43
12M 2014,0.01,0.01,0.5,1.5,0.0,0.0,0.5,0.33,0.57
12M 2015,0.01,0.01,0.61,1.66,0.0,0.0,0.6,0.37,0.75
12M 2016,0.01,0.01,0.4,1.22,0.0,0.0,0.4,0.33,0.5
12M 2017,2.08,2.08,0.32,1.05,0.0,0.0,0.31,0.3,0.37
12M 2018,0.67,0.67,0.21,0.89,0.0,0.0,0.2,0.23,0.22
12M 2019,0.33,0.32,0.17,0.91,0.0,0.0,0.16,0.18,0.25
12M 2020,0.7,0.57,0.04,0.79,0.0,0.0,0.04,0.05,0.14
12M 2021,2.97,2.89,0.04,0.9,0.0,0.0,-0.01,0.05,0.09
12M 2022,2.77,2.63,0.05,0.93,0.0,0.0,0.05,0.06,0.11
12M 2023,1.73,1.67,0.06,0.94,0.0,0.0,0.05,0.06,0.12
12M 2024,1.2,1.08,0.08,0.96,0.0,0.0,0.07,0.08,0.13
