Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2009,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2013,1.63,0.81,0.0,1.45,0.0,0.0,-0.25,0.0,0.45
12M 2014,1.18,0.36,0.06,1.52,0.0,0.0,0.03,0.04,0.52
12M 2015,1.21,0.42,0.02,1.54,0.0,0.0,-0.01,0.01,0.54
12M 2016,1.43,0.43,0.0,1.37,0.0,0.0,-0.03,0.0,0.37
12M 2017,1.27,0.46,0.0,1.42,0.0,0.0,-0.04,0.0,0.42
12M 2018,1.37,0.61,0.0,1.59,0.0,0.0,-0.13,0.0,0.59
12M 2019,1.19,0.4,0.0,1.56,0.0,0.0,-0.04,0.0,0.56
12M 2020,0.68,0.17,0.29,2.61,0.0,0.0,0.25,0.11,1.61
12M 2021,0.77,0.51,1.88,7.18,0.0,0.0,1.68,0.26,6.18
12M 2022,0.76,0.42,2.45,7.37,0.0,0.0,2.34,0.33,6.37
12M 2023,0.48,0.17,1.43,4.06,0.0,0.0,1.34,0.35,3.06
12M 2024,0.51,0.23,1.04,3.16,0.0,0.0,0.95,0.33,2.16
