Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,390932.53,,,,,,63053.63,34092.95,34092.95,0.0
12M 2009,,,,,324555.9,271567.18,,,,,67547.17,266135.84,-19229.47,-19229.47,0.07
12M 2010,,,,,319471.88,333361.96,,,,,319471.88,333361.96,333361.96,333361.96,0.0
12M 2011,,,0.01,-0.01,778439.3,,,,,,778439.3,2238013.0,-17691.8,-17691.8,0.0
12M 2012,,,0.01,-0.01,,,,,,,,,,,0.0
12M 2013,3.88,36.87,28.26,12.49,93.97,55.11,9.9,5.05,6.39,3.44,3.07,1.58,8.43,8.43,1.63
12M 2014,8.15,71.62,52.26,27.51,44.79,45.52,5.1,4.63,3.25,2.96,1.69,1.67,27.4,27.4,1.18
12M 2015,9.45,71.56,52.85,28.16,38.62,40.3,5.1,5.01,3.15,3.13,1.76,1.75,26.16,26.16,1.21
12M 2016,8.07,72.48,50.81,29.74,45.2,50.48,5.04,5.28,6.04,6.1,1.76,1.77,16.16,16.16,1.43
12M 2017,6.89,68.09,44.54,30.44,52.95,43.38,5.36,5.36,864.99,3234.55,1.76,1.72,23.99,23.99,1.27
12M 2018,8.07,64.11,46.56,25.62,45.24,38.46,5.69,5.0,,,1.9,1.84,16.31,16.31,1.37
12M 2019,7.99,68.08,46.65,29.42,45.67,52.25,5.36,5.3,,,1.99,2.04,32.38,32.38,1.19
12M 2020,7.49,77.73,47.62,37.6,48.73,81.02,4.7,5.26,,,1.63,1.64,-12.05,-12.05,0.68
12M 2021,7.99,185.67,101.71,91.95,45.66,104.39,1.97,2.31,,,0.63,0.64,-4.71,-4.71,0.77
12M 2022,3.89,148.22,70.61,81.5,93.83,85.41,2.46,2.13,2.54,1.3,0.67,0.65,-4.79,-4.79,0.76
12M 2023,5.64,163.22,86.01,82.85,64.77,74.75,2.24,2.42,1.43,1.45,0.69,0.72,-2.48,-2.48,0.48
12M 2024,5.92,129.91,76.83,59.0,61.7,69.72,2.81,3.0,2.0,2.37,0.87,0.96,-3.13,-3.13,0.51
