Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.33 B,293.56,13.15,0.22,,56223.84%,0.00%,198665.12%,130.32
12M 2009,0.33 B,521.55,7.40,0.19,,687232.00%,0.00%,-296921.84%,9.16
12M 2010,0.33 B,673.64,6.16,0.18,,964821.74%,0.00%,-202572.14%,8.53
12M 2011,0.33 B,830.51,12.79,0.39,,0.00%,0.00%,-159036.02%,14.66
12M 2012,3.29 B,91.90,45.44,1.31,,0.00%,0.00%,-174400.00%,10.49
12M 2013,4.18 B,160.42,15.12,0.85,,8.65%,12.53%,28.38%,16.98
12M 2014,4.18 B,10.46,227.53,0.73,,0.53%,0.80%,0.22%,0.98
12M 2015,4.18 B,-34.44,-33.39,0.34,,-1.79%,-2.76%,-1.23%,-2.46
12M 2016,4.18 B,28.82,43.72,0.39,,1.61%,2.21%,3.76%,8.41
12M 2017,4.18 B,-45.75,-20.22,0.30,,-2.60%,-3.68%,-4.58%,-53.79
12M 2018,4.18 B,-298.83,-2.64,0.25,(814.88 B),-19.93%,-31.72%,-26.51%,-206.48
12M 2019,4.18 B,16.88,52.73,0.30,268.20 B,1.17%,1.82%,1.22%,10.02
12M 2020,4.18 B,-290.32,-2.86,0.39,(433.77 B),-25.10%,-65.49%,-27.84%,-8.12
12M 2021,4.18 B,-230.31,-7.99,2.21,741.66 B,-15.36%,-110.27%,-18.30%,-2.15
12M 2022,4.18 B,14.13,106.16,1.41,319.80 B,0.86%,6.30%,-0.14%,-0.01
12M 2023,4.18 B,-31.59,-28.02,0.84,254.15 B,-2.29%,-9.31%,-3.19%,-0.22
12M 2024,4.18 B,-1.33,-424.81,0.52,423.94 B,-0.12%,-0.37%,4.23%,0.42
