Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,5.22,4.78,0.46,1.62,0.0,0.0,0.09,0.28,0.59
12M 2009,2.86,2.6,0.66,1.86,0.0,0.0,0.37,0.35,0.81
12M 2010,1.64,1.52,0.61,1.79,0.0,0.0,0.46,0.34,0.74
12M 2011,0.79,0.72,0.76,1.9,0.0,0.0,0.64,0.4,0.89
12M 2012,1.51,1.36,0.91,2.01,0.0,0.0,0.77,0.45,1.0
12M 2013,0.75,0.7,0.98,2.15,0.0,0.0,0.86,0.46,1.14
12M 2014,0.88,0.81,0.98,2.09,0.0,0.0,0.91,0.47,1.09
12M 2015,1.26,1.01,0.69,1.89,0.0,0.0,0.65,0.37,0.87
12M 2016,0.51,0.47,1.76,3.24,0.0,0.0,1.72,0.54,2.2
12M 2017,0.81,0.67,0.97,2.36,0.0,0.0,0.92,0.41,1.33
12M 2018,0.69,0.65,1.32,2.87,0.0,0.0,1.31,0.46,1.81
12M 2019,1.42,1.36,0.96,2.57,0.0,0.0,0.78,0.37,1.49
12M 2020,0.72,0.68,0.65,2.18,0.0,0.0,0.5,0.3,1.14
12M 2021,0.9,0.85,0.48,1.97,0.0,0.0,0.37,0.24,0.93
12M 2022,1.0,0.73,0.31,1.85,0.0,0.0,0.16,0.17,0.81
12M 2023,1.66,1.58,0.4,1.89,0.0,0.0,0.08,0.21,0.85
12M 2024,0.56,0.51,0.31,1.96,0.0,0.0,0.18,0.16,0.92
