Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,0.96,,5.22
12M 2009,0.92,45.16,41.87,4.21,395.07,,8.08,9.21,1.45,1.35,0.24,0.22,1.72,1.72,2.86
12M 2010,,36.32,61.77,-25.45,,63.29,10.05,12.49,1.43,1.42,0.22,0.22,4.71,4.71,1.64
12M 2011,,21.1,80.05,-58.95,,,17.3,10.47,1.24,1.13,0.2,0.19,-7.88,-7.88,0.79
12M 2012,,41.82,113.77,-71.95,,,8.73,6.96,0.85,0.83,0.13,0.13,3.19,3.19,1.51
12M 2013,1.12,28.77,80.36,-50.47,327.05,224.41,12.69,13.21,0.85,0.85,0.13,0.13,-4.46,-4.46,0.75
12M 2014,1.53,18.29,98.22,-78.4,238.03,284.47,19.96,21.51,0.91,0.92,0.14,0.15,-16.74,-16.74,0.88
12M 2015,0.83,31.58,55.97,-23.56,438.93,281.16,11.56,8.2,0.72,0.58,0.12,0.1,9.3,9.3,1.26
12M 2016,1.45,16.93,24.47,-6.09,251.62,154.4,21.56,48.73,0.62,0.63,0.13,0.13,-3.9,-3.9,0.51
12M 2017,1.49,15.05,37.3,-20.76,245.47,248.06,24.25,16.47,0.75,0.79,0.18,0.2,-12.77,-12.77,0.81
12M 2018,1.28,13.81,48.21,-33.12,285.87,256.27,26.43,24.46,0.69,0.7,0.18,0.18,-5.37,-5.37,0.69
12M 2019,3.65,8.66,39.43,-27.12,100.06,42.32,42.17,31.63,0.64,0.97,0.16,0.22,4.06,4.06,1.42
12M 2020,5.2,8.71,22.33,-8.42,70.16,67.53,41.89,26.19,0.9,0.9,0.2,0.22,-4.52,-4.52,0.72
12M 2021,2.19,8.06,26.67,-16.42,166.67,171.81,45.31,38.78,1.5,1.5,0.34,0.36,-19.14,-19.14,0.9
12M 2022,1.17,58.93,24.7,35.4,312.08,241.97,6.19,4.55,1.15,1.14,0.27,0.29,562.6,562.6,1.0
12M 2023,0.58,42.12,12.3,30.4,627.54,511.17,8.67,11.93,1.47,1.47,0.36,0.39,3.28,3.28,1.66
12M 2024,3.8,14.95,26.95,-8.2,96.04,68.44,24.41,16.61,1.36,1.2,0.36,0.36,-3.58,-3.58,0.56
