Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,-150.68,,0.98
12M 2013,12.11,27.84,14.07,25.88,30.13,34.15,13.11,41.45,3.15,6.61,0.67,1.06,1.56,1.56,2.81
12M 2014,14.54,20.15,15.79,18.9,25.1,49.29,18.12,11.64,3.66,3.7,0.56,0.56,1.22,1.22,4.52
12M 2015,25.55,37.65,14.29,48.91,14.29,13.39,9.7,6.2,1.64,1.2,0.43,0.36,5.51,5.51,1.33
12M 2016,34.32,41.54,15.21,60.65,10.64,19.98,8.79,8.37,1.35,1.33,0.39,0.39,5.65,5.65,1.37
12M 2017,14.97,41.41,11.48,44.9,24.39,41.15,8.81,6.32,1.76,1.71,0.39,0.34,0.9,0.9,4.21
12M 2018,10.67,41.11,6.59,45.19,34.22,14.14,8.88,7.89,1.14,0.82,0.35,0.33,0.75,0.75,5.28
12M 2019,18.87,40.9,10.31,49.46,19.35,16.12,8.92,8.05,0.71,0.71,0.28,0.28,1.66,1.66,2.51
12M 2020,28.31,46.98,17.73,57.56,12.89,10.88,7.77,7.17,0.87,0.88,0.33,0.32,2.03,2.03,2.37
12M 2021,32.51,40.64,19.56,53.59,11.23,13.8,8.98,8.45,1.17,1.18,0.39,0.38,2.55,2.55,2.39
12M 2022,22.72,21.07,8.9,34.89,16.07,12.09,17.32,11.53,2.55,2.56,0.81,0.8,121.34,121.34,1.03
12M 2023,27.39,28.62,11.69,44.32,13.33,19.17,12.75,12.58,2.32,2.32,0.83,0.86,39.15,39.15,1.06
12M 2024,20.28,39.54,18.71,41.11,18.0,22.16,9.23,9.4,2.19,2.2,0.89,0.9,20.38,20.38,1.11
