Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,0.98,0.8,3.02,4.86,0.0,0.0,2.07,0.62,3.78
12M 2013,2.81,2.74,0.49,1.63,0.0,0.0,0.08,0.3,0.61
12M 2014,4.52,4.38,0.23,1.37,0.0,0.0,0.18,0.17,0.35
12M 2015,1.33,1.2,1.05,2.3,0.0,0.0,0.88,0.46,1.3
12M 2016,1.37,1.27,0.88,2.07,0.0,0.0,0.83,0.42,1.07
12M 2017,4.21,4.01,1.16,2.38,0.0,0.0,0.61,0.49,1.38
12M 2018,5.28,5.06,1.49,2.79,0.0,0.0,0.92,0.53,1.78
12M 2019,2.51,2.32,1.58,2.93,0.0,0.0,1.03,0.54,1.92
12M 2020,2.37,2.16,1.31,2.64,0.0,0.0,0.91,0.5,1.63
12M 2021,2.39,2.15,1.03,2.28,0.0,0.0,0.73,0.45,1.27
12M 2022,1.03,0.87,0.92,2.18,0.0,0.0,0.77,0.42,1.17
12M 2023,1.06,0.89,4.63,6.75,0.0,0.0,3.92,0.69,5.61
12M 2024,1.11,0.94,2.66,4.48,0.0,0.0,2.21,0.59,3.38
