Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.06,0.06,-2.57,-2.71,-0.0,0.0,-2.55,0.95,-3.7
12M 2009,0.05,0.04,-1.63,-1.6,-0.0,0.0,-1.63,1.02,-2.58
12M 2010,0.05,0.04,-1.24,-1.25,-0.0,0.0,-1.24,1.0,-2.24
12M 2011,0.06,0.05,-0.87,-0.77,-0.0,0.0,-0.87,1.13,-1.76
12M 2012,0.02,0.02,-0.7,-0.5,-0.0,0.0,-0.7,1.41,-1.5
12M 2013,0.01,0.01,-0.68,-0.18,-0.0,0.0,-0.68,3.72,-1.19
12M 2014,0.0,0.0,-0.61,-0.15,-0.0,0.0,-0.61,4.06,-1.16
12M 2015,0.06,0.06,-0.5,-0.14,-0.0,0.0,-0.49,3.61,-1.14
12M 2016,0.05,0.05,-0.58,-0.3,-0.0,0.0,-0.52,1.96,-1.31
12M 2017,0.54,0.54,-1.37,-1.22,-0.0,0.0,-1.36,1.13,-2.23
12M 2018,0.19,0.19,-0.53,-5.78,-0.0,0.0,-0.07,0.09,-6.79
12M 2019,0.13,0.13,-0.03,-7.0,-0.0,0.0,0.08,0.0,-8.01
12M 2020,0.11,0.11,-0.12,-4.71,-0.0,0.0,-0.05,0.03,-5.71
12M 2021,0.08,0.08,-0.11,-4.41,-0.0,0.0,0.04,0.03,-5.41
12M 2022,0.14,0.14,-0.01,-4.73,-0.0,0.0,0.14,0.0,-5.73
12M 2023,0.1,0.1,-0.01,-6.28,-0.0,0.0,0.17,0.0,-7.3
12M 2024,0.18,0.18,-0.05,-19.46,-0.0,0.0,0.74,0.0,-20.51
