Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.39 B,21.95,4.69,0.82,,6.55%,-17.76%,13.10%,0.14
12M 2009,0.39 B,-61.56,-1.87,0.86,,-20.75%,33.16%,71.58%,0.50
12M 2010,0.39 B,6.22,18.49,1.03,,2.81%,-3.51%,-49.64%,0.50
12M 2011,0.39 B,-21.01,-4.14,0.89,,-13.61%,10.51%,-35.92%,0.86
12M 2012,0.39 B,-13.06,-6.51,1.24,,-12.32%,6.13%,-30.95%,1.38
12M 2013,0.39 B,11.93,8.21,1.86,,32.48%,-5.94%,-32.98%,1.59
12M 2014,0.39 B,11.46,8.55,2.39,,40.24%,-6.04%,-31.88%,2.07
12M 2015,0.39 B,3.26,27.61,3.01,,12.34%,-1.70%,-16.76%,1.71
12M 2016,0.62 B,33.67,2.61,50.86,,219.21%,-64.83%,11.49%,-1.88
12M 2017,0.62 B,-13.02,-23.50,0.00,,-16.59%,20.23%,13.14%,-1.02
12M 2018,0.62 B,-33.35,-5.97,1.52,15.67 B,-5.90%,34.10%,27.38%,0.41
12M 2019,0.62 B,14.97,13.76,0.70,54.91 B,2.58%,-18.04%,35.67%,1.28
12M 2020,0.62 B,-28.59,-6.58,0.80,53.81 B,-5.46%,25.70%,15.88%,0.60
12M 2021,0.62 B,1.29,170.54,0.84,69.01 B,0.27%,-1.17%,71.85%,1.04
12M 2022,0.62 B,16.67,13.32,0.54,80.40 B,3.79%,-17.89%,263.92%,1.58
12M 2023,0.62 B,31.97,10.95,0.89,79.44 B,8.29%,-52.08%,162.56%,2.16
12M 2024,0.62 B,44.38,4.46,0.52,90.80 B,13.36%,-259.97%,305.06%,5.91
