Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,13322.67,,57.23,,0.39,,0.35,-0.55,-0.55,0.06
12M 2009,0.05,5.38,13.43,-8.0,7087.51,7087.51,67.87,51.48,0.48,0.51,0.42,0.44,-0.45,-0.45,0.05
12M 2010,0.03,5.47,17.43,-11.93,11991.68,11991.68,66.67,73.26,0.49,0.54,0.43,0.47,-0.42,-0.42,0.05
12M 2011,0.99,6.32,13.74,-6.43,368.98,368.98,57.79,50.0,0.59,0.68,0.52,0.6,-0.46,-0.46,0.06
12M 2012,2.83,7.4,10.49,-0.26,129.18,129.18,49.3,46.59,0.86,1.1,0.53,0.6,-0.36,-0.36,0.02
12M 2013,3.68,,2.31,1.37,99.06,99.06,,,2.24,2.26,0.74,1.24,-0.4,-0.4,0.01
12M 2014,4.72,,,4.72,77.27,77.27,,,1.98,2.0,1.26,1.15,-0.31,-0.31,0.0
12M 2015,53.36,,,53.36,6.84,3.37,,,1.72,1.84,1.09,1.08,-0.2,-0.2,0.06
12M 2016,551.86,,,551.86,0.66,0.33,,,0.17,0.18,0.11,0.09,-0.03,-0.03,0.05
12M 2017,,,,,,,,,,,,,,,0.54
12M 2018,18.86,,,18.86,19.35,10.01,,,0.52,0.26,0.41,0.24,-0.48,-0.48,0.19
12M 2019,21.26,,,21.26,17.17,14.47,,,0.57,0.58,0.51,0.53,-1.09,-1.09,0.13
12M 2020,29.03,,,29.03,12.57,15.44,,,0.46,0.47,0.42,0.44,-0.86,-0.86,0.11
12M 2021,24.6,,,24.6,14.84,16.18,,,0.56,0.59,0.52,0.53,-0.54,-0.54,0.08
12M 2022,19.31,,,19.31,18.9,17.08,,,0.99,1.03,0.89,0.93,-1.42,-1.42,0.14
12M 2023,22.84,,,22.84,15.98,16.5,,,1.07,1.13,0.96,1.01,-1.13,-1.13,0.1
12M 2024,25.33,,,25.33,14.41,14.38,,,1.21,1.28,1.06,1.12,-1.75,-1.75,0.18
