Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2010,0.00,217.60,0.00,217.60,,,,,
12M 2011,0.00,232.27,0.00,232.27,,,,,
12M 2012,3.94,275.38,3.94,275.38,,,,,
12M 2013,8.67,202.13,8.67,202.13,,,,,
12M 2014,4.04,159.52,4.04,159.52,,,,,
12M 2015,4.68,158.89,4.68,158.89,,,,,
12M 2016,12.08,39.41,12.08,39.41,,,,,
12M 2017,20.74,42.91,20.74,42.91,,,,,
12M 2018,17.58,46.35,17.58,46.35,,,,,
12M 2019,7.86,33.84,7.86,33.84,,,,,
12M 2020,1.92,26.07,1.92,26.07,,,,,
12M 2021,2.34,21.40,2.34,21.40,,,,,
12M 2022,2.93,17.05,2.93,17.05,,,,,
12M 2023,0.55,14.66,0.55,14.66,,,,,
12M 2024,0.73,13.74,0.73,13.74,,,,,
