Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,4.25 B,0.39,141.03,0.83,,0.21%,0.25%,3.92%,1.19
12M 2009,4.25 B,0.65,101.54,0.80,,0.31%,0.42%,1.42%,0.87
12M 2010,4.25 B,16.66,10.08,0.94,,5.83%,9.73%,13.57%,
12M 2011,4.25 B,21.55,6.22,0.55,,5.35%,10.93%,15.56%,
12M 2012,4.25 B,19.21,18.74,1.01,,5.43%,8.88%,15.70%,
12M 2013,8.96 B,9.53,33.05,1.72,,1.55%,3.13%,7.72%,
12M 2014,8.96 B,-10.88,-14.25,1.40,,-1.77%,-3.25%,-0.79%,
12M 2015,8.96 B,-56.49,-0.89,0.40,,-8.92%,-20.58%,-8.62%,-1.23
12M 2016,8.96 B,-66.67,-0.76,0.21,,-11.53%,-32.12%,-9.71%,-1.19
12M 2017,8.96 B,-175.98,-0.28,0.29,,-42.54%,-572.60%,-16.81%,-1.48
12M 2018,8.96 B,-93.90,-0.53,0.18,(414.24 B),-31.11%,124.06%,-89.48%,-1.70
12M 2019,8.96 B,13.48,3.71,0.37,41.46 B,7.38%,-21.77%,-7.81%,0.12
12M 2020,8.96 B,-29.43,-1.70,0.51,79.96 B,-23.74%,25.90%,-13.80%,0.36
12M 2021,8.96 B,-8.18,-6.11,0.46,113.04 B,-6.07%,6.72%,-15.28%,0.58
12M 2022,8.96 B,-5.98,-8.36,0.33,72.01 B,-5.91%,4.68%,-8.84%,0.45
12M 2023,8.96 B,-4.59,-10.89,0.26,161.30 B,-4.21%,3.47%,-19.97%,1.98
12M 2024,8.96 B,8.15,2.70,0.11,200.55 B,8.03%,-6.55%,-22.45%,2.74
