Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,18.77,,1.74,,1.49,,0.37,2.08,2.08,4.43
12M 2009,26.7,205.43,75.41,156.72,13.67,15.84,1.78,1.77,1.21,1.21,0.43,0.43,2.78,2.78,2.04
12M 2010,63.42,155.0,132.07,86.35,5.75,3.71,2.35,2.84,1.91,1.89,0.73,0.71,4.24,4.24,1.46
12M 2011,120.72,176.96,197.97,99.71,3.02,2.37,2.06,1.64,2.42,2.35,0.71,0.61,4.08,4.08,1.32
12M 2012,80.62,148.68,103.54,125.76,4.53,8.59,2.45,1.88,3.36,3.37,0.94,0.95,4.86,4.86,1.63
12M 2013,97.3,193.86,91.16,200.0,3.75,2.23,1.88,1.59,2.2,1.62,0.47,0.3,0.71,0.71,2.33
12M 2014,281.7,319.97,180.86,420.81,1.3,1.11,1.14,1.28,0.96,0.95,0.18,0.18,1.72,1.72,1.29
12M 2015,296.76,229.33,164.34,361.75,1.23,1.12,1.59,1.5,1.12,1.15,0.2,0.19,2.86,2.86,1.16
12M 2016,166.72,118.05,131.5,153.27,2.19,2.06,3.09,3.19,2.92,3.0,0.41,0.41,30.84,30.84,1.03
12M 2017,219.67,81.76,206.87,94.56,1.66,1.81,4.46,3.61,2.89,3.05,0.35,0.35,-3.2,-3.2,0.8
12M 2018,114.26,9.66,150.45,-26.53,3.19,2.79,37.78,36.58,5.61,5.94,0.8,0.89,-2.23,-2.23,0.62
12M 2019,195.32,15.96,271.9,-60.62,1.87,2.55,22.86,28.14,3.1,3.21,0.56,0.72,-1.24,-1.24,0.45
12M 2020,129.51,11.58,267.08,-125.99,2.82,3.15,31.51,28.09,2.42,2.48,0.64,0.68,-0.65,-0.65,0.24
12M 2021,75.99,9.65,271.28,-185.64,4.8,4.18,37.84,40.53,2.88,2.96,0.85,0.82,-0.85,-0.85,0.32
12M 2022,47.06,8.31,211.93,-156.56,7.76,8.03,43.9,28.12,4.33,4.4,1.3,1.28,-1.14,-1.14,0.23
12M 2023,32.34,6.68,206.82,-167.8,11.29,7.69,54.63,58.77,5.86,6.01,1.85,1.7,-1.39,-1.39,0.28
12M 2024,34.52,7.84,220.95,-178.59,10.57,11.1,46.58,42.0,6.38,6.56,1.84,1.86,-1.34,-1.34,0.27
