Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.96,0.68,2.06,5.95,0.0,0.0,1.92,0.35,4.95
12M 2009,1.13,0.89,2.02,5.3,0.0,0.0,1.88,0.38,4.29
12M 2010,1.39,1.11,1.09,4.03,0.0,0.0,0.95,0.27,3.02
12M 2011,1.56,1.36,0.7,3.31,0.0,0.0,0.6,0.21,2.31
12M 2012,1.61,1.43,0.58,3.03,0.0,0.0,0.44,0.19,2.02
12M 2013,1.78,1.46,0.52,2.51,0.0,0.0,0.45,0.21,1.51
12M 2014,1.46,1.2,0.56,2.53,0.0,0.0,0.45,0.22,1.53
12M 2015,1.52,1.24,0.51,2.38,0.0,0.0,0.42,0.21,1.38
12M 2016,1.46,1.23,0.33,1.73,0.0,0.0,0.29,0.19,0.72
12M 2017,1.31,1.09,0.51,2.0,0.0,0.0,0.5,0.26,1.0
12M 2018,1.29,1.0,0.69,2.32,0.0,0.0,0.57,0.3,1.32
12M 2019,1.24,0.97,0.61,2.49,0.0,0.0,0.41,0.25,1.43
12M 2020,1.13,0.88,0.74,2.56,0.0,0.0,0.55,0.29,1.58
12M 2021,1.04,0.83,0.94,2.67,0.0,0.0,0.7,0.35,1.7
12M 2022,1.0,0.71,0.96,2.74,0.0,0.0,0.82,0.35,1.76
12M 2023,1.03,0.75,1.0,2.69,0.0,0.0,0.91,0.37,1.71
12M 2024,1.11,0.81,1.02,2.75,0.0,0.0,0.89,0.37,1.77
