Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,9.42,,5.58,,5.21,,1.33,-45.32,-45.32,0.96
12M 2009,44.81,69.47,98.32,15.96,8.14,9.11,5.25,6.12,4.8,4.99,1.21,1.26,14.29,14.29,1.13
12M 2010,52.12,56.24,67.78,40.58,7.0,6.65,6.49,6.31,6.23,6.34,1.34,1.28,5.96,5.96,1.39
12M 2011,43.47,43.31,57.53,29.25,8.4,12.18,8.43,7.77,7.43,7.39,1.44,1.47,4.85,4.85,1.56
12M 2012,31.17,32.45,62.04,1.58,11.71,10.01,11.25,11.74,10.03,10.05,1.49,1.46,4.51,4.51,1.61
12M 2013,33.47,33.3,54.74,12.03,10.91,10.76,10.96,9.21,12.6,11.98,1.63,1.63,5.23,5.23,1.78
12M 2014,30.24,42.61,58.01,14.84,12.07,12.64,8.57,8.08,10.67,9.94,1.58,1.55,6.13,6.13,1.46
12M 2015,28.01,34.57,49.81,12.77,13.03,9.94,10.56,10.2,12.81,12.97,1.93,1.85,7.01,7.01,1.52
12M 2016,36.36,30.45,47.58,19.23,10.04,8.36,11.99,11.86,7.15,4.93,1.67,1.41,8.03,8.03,1.46
12M 2017,42.32,36.57,56.25,22.64,8.63,9.42,9.98,8.71,4.24,4.22,1.19,1.13,7.93,7.93,1.31
12M 2018,32.73,40.42,56.28,16.87,11.15,8.96,9.03,7.07,4.41,3.74,1.31,1.18,8.84,8.84,1.29
12M 2019,37.03,51.22,70.08,18.17,9.86,9.9,7.13,7.56,3.89,3.86,1.22,1.24,11.18,11.18,1.24
12M 2020,49.78,56.34,72.48,33.64,7.33,6.91,6.48,7.04,2.88,2.54,1.02,1.08,17.41,17.41,1.13
12M 2021,43.13,50.11,74.81,18.43,8.46,8.24,7.28,6.92,2.77,2.76,1.09,1.06,47.28,47.28,1.04
12M 2022,43.68,64.94,92.31,16.31,8.36,8.42,5.62,4.77,2.68,2.67,1.03,1.03,414.31,414.31,1.0
12M 2023,44.27,65.07,72.8,36.54,8.24,9.01,5.61,6.13,3.16,3.2,1.16,1.17,76.59,76.59,1.03
12M 2024,46.67,62.91,59.56,50.02,7.82,7.17,5.8,5.32,3.76,3.85,1.25,1.21,19.7,19.7,1.11
