Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.32 B,-17.96,-7.80,0.10,,-1.84%,-10.94%,63.69%,1.77
12M 2009,0.32 B,18.16,5.23,0.08,,1.82%,9.63%,37.21%,2.52
12M 2010,0.32 B,81.70,3.43,0.20,,7.52%,30.28%,40.67%,5.35
12M 2011,0.32 B,86.37,3.47,0.19,,7.38%,24.45%,31.57%,6.76
12M 2012,0.32 B,89.53,4.41,0.21,,6.68%,20.22%,29.74%,7.45
12M 2013,0.32 B,57.81,8.13,0.23,,4.90%,12.31%,20.89%,6.25
12M 2014,0.32 B,56.32,7.01,0.20,,4.28%,10.85%,22.55%,3.68
12M 2015,0.32 B,77.67,4.25,0.13,,5.55%,13.24%,29.89%,4.94
12M 2016,0.32 B,95.99,4.38,0.14,,4.51%,7.78%,20.87%,5.15
12M 2017,0.32 B,74.66,12.99,0.35,,2.95%,5.89%,12.60%,2.82
12M 2018,1.60 B,13.51,23.39,0.43,68.53 B,2.19%,5.08%,11.15%,2.12
12M 2019,1.60 B,16.15,20.93,0.46,86.23 B,2.69%,6.69%,13.50%,1.80
12M 2020,1.60 B,0.79,437.97,0.56,57.97 B,0.13%,0.33%,7.53%,1.18
12M 2021,1.60 B,8.03,44.08,0.51,86.88 B,1.20%,3.22%,9.51%,1.39
12M 2022,1.60 B,0.13,2307.69,0.43,105.99 B,0.02%,0.05%,9.72%,1.30
12M 2023,1.60 B,8.52,32.86,0.35,107.81 B,1.24%,3.33%,10.87%,1.57
12M 2024,1.60 B,11.46,14.14,0.18,109.85 B,1.53%,4.23%,15.04%,1.90
