Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.04,0.83,0.27,2.07,0.0,0.0,0.23,0.13,1.06
12M 2009,1.03,0.59,0.12,1.59,0.0,0.0,0.11,0.07,0.59
12M 2010,1.02,0.8,0.17,1.78,0.0,0.0,0.11,0.1,0.77
12M 2011,0.93,0.63,0.21,2.64,0.0,0.0,0.15,0.08,1.63
12M 2012,0.98,0.59,0.52,2.73,0.0,0.0,0.49,0.19,1.73
12M 2013,0.96,0.68,0.25,2.44,0.0,0.0,0.18,0.1,1.43
12M 2014,1.04,0.78,0.29,2.24,0.0,0.0,0.18,0.13,1.24
12M 2015,1.06,0.66,0.2,2.21,0.0,0.0,0.18,0.09,1.21
12M 2016,1.3,0.8,0.19,2.0,0.0,0.0,-0.03,0.09,0.99
12M 2017,1.26,0.92,0.16,1.56,0.0,0.0,0.0,0.11,0.56
12M 2018,1.3,0.84,0.04,1.58,0.0,0.0,-0.01,0.02,0.58
12M 2019,1.36,0.63,0.18,1.51,0.0,0.0,0.14,0.12,0.51
12M 2020,1.91,0.89,0.11,1.22,0.0,0.0,0.09,0.09,0.22
12M 2021,1.55,0.85,0.15,1.23,0.0,0.0,0.09,0.12,0.23
12M 2022,1.78,1.03,0.05,1.21,0.0,0.0,0.04,0.04,0.21
12M 2023,1.78,1.25,0.0,1.26,0.0,0.0,-0.04,0.0,0.26
12M 2024,1.59,1.2,0.0,1.33,0.0,0.0,-0.01,0.0,0.33
